Collection,ID Number,Verbatim object name,Type,Taxonomy Name(s)
Fossil Vertebrate,CMNFV 1829,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1466,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1681,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1682,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1683,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1686,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1687,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1688,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1689,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1690,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1691,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1692,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1693,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1694,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1696,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1698,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1699,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1700,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1701,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1703,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1706,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1707,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1708,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1709,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1710,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 2151,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 2194,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 2261,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 2264,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 2229,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 2230,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 170,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 232,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 233,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 237,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 243,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 248,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 179,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 188,Trachodontidae,,Tyrannosauridae
Fossil Vertebrate,CMNFV 219,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 182,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 183,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 315,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 316,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 318,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 319,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 320,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 321,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 844,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 848,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 849,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1566,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1568,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1569,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1524,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1525,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1526,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1528,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1539,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1540,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1553,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1555,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1629,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1630,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1631,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1632,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1635,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1636,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1637,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1639,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1640,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1641,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1642,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1643,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1644,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1571,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1572,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1573,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1574,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1575,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1576,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1577,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1578,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1579,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1580,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1581,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1582,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1645,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1646,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1647,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1649,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1651,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1652,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1653,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1654,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1655,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1656,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1657,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1658,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1659,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1660,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1661,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1662,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1663,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1664,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1665,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1666,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1667,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1668,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1669,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1670,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1671,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1672,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1673,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1674,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1675,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1676,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1678,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1679,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1680,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 156,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 168,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 173,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 177,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 184,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 217,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1583,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1584,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 234,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 238,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 245,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 249,Trachodontidae,,Ankylosauria
Fossil Vertebrate,CMNFV 252,Trachodontidae,,Ankylosauria
Fossil Vertebrate,CMNFV 256,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 262,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 264,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 266,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 267,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 270,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 271,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 272,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 273,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 281,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 806,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 807,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 810,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 812,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 814,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 815,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 816,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 820,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 821,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 822,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 823,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 824,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 825,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 826,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 322,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 326,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 827,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 828,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1715,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1716,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1717,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1718,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1719,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1720,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1721,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1521,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1522,Trachodontidae,,Hadrosauridae
Fossil Vertebrate,CMNFV 1523,Trachodontidae,,Hadrosauridae
Vascular Plant,CAN 206877,Agroelymus jamesenesis v. stoloniferus Lepage,type name,×Elyleymus jamesensis
Fish,CMNFI 1969-0132.2,Lampanyctus  leucopsarus,previous name,Stenobrachius leucopsarus
Fish,CMNFI 1969-0136.2,Lampanyctus  leucopsarus,previous name,Stenobrachius leucopsarus
Bryophyte,CANM 197987,Dicranum brachycaulon Kindb. ex Macoun,previous name,Dicranum spurium
Crustacea,CMNC 1994-0393,Polycheria myxillae,MS name,Polycheria mixillae
Crustacea,CMNC 1994-0394,Polycheria myxillae,MS name,Polycheria mixillae
Crustacea,CMNC 1994-0395,Polycheria myxillae,MS name,Polycheria mixillae
Mollusc,CMNML 002023,Physa lordii,previous scientific name,Physa lordi
Mollusc,CMNML 002024,Physa brevispira,previous scientific name,Physella
Mollusc,CMNML 002004,Lymnea elodes;Lymnaea elodes,previous scientific name,Stagnicola elodes
Mollusc,CMNML 002026,Lymnea humilis,previous scientific name,Fossaria humilis
Mollusc,CMNML 002003,Lymnea humilis,previous scientific name,Fossaria humilis
Mollusc,CMNML 002028,Bulinus hypeior,previous scientific name,Aplexa elongata
Mollusc,CMNML 002029,Lymnea desidiosa,previous name,Stagnicola elodes
Mollusc,CMNML 002030,Lymnea desidiosa,previous name,Stagnicola elodes
Vascular Plant,CAN 77138,Oxytropis lamberti Pursh.,previous name,Oxytropis sericea var. spicata
Mollusc,CMNML 003458,Pyganodon simpsoniana,,Pyganodon grandis
Crustacea,CMNC 1994-0238,Colomastix iriciniae,,Colomastix irciniae | Ircinia
Mollusc,CMNML 001898,Sphaerium suleatum,previous scientific name,Sphaerium simile
Mollusc,CMNML 001843,Sphaerium suleatum,previous scientific name,Sphaerium simile
Mollusc,CMNML 001870,Sphaerium suleatum,previous scientific name,Sphaerium simile
Mollusc,CMNML 001903,Pisidium scutellatum,previous scientific name,Pisidium lilljeborgi
Mollusc,CMNML 001907,Pisidium scutellatum,previous scientific name,Pisidium lilljeborgi
Mollusc,CMNML 001975,Pisidium scutellatum,previous scientific name,Pisidium lilljeborgi
Mollusc,CMNML 001904,Pisidium sargenti,previous scientific name,Pisidium adamsi
Mollusc,CMNML 001974,Pisidium sargenti,previous scientific name,Pisidium adamsi
Mollusc,CMNML 001905,Pisidium affine,previous scientific name,Pisidium adamsi
Mollusc,CMNML 001966,Pisidium affine,previous scientific name,Pisidium adamsi
Mollusc,CMNML 001909,Pisidium fallax var errans,previous scientific name,Pisidium fallax
Mollusc,CMNML 001925,Pisidium fallax var errans,previous scientific name,Pisidium fallax
Mollusc,CMNML 001935,Pisidium splendidulum var,previous scientific name,Pisidium nitidum
Mollusc,CMNML 001936,Pisidium splendidulum var,previous scientific name,Pisidium nitidum
Mollusc,CMNML 001914,Sphaerium tumidum,previous scientific name,Sphaerium striatinum
Mollusc,CMNML 001992,Sphaerium tumidum,previous scientific name,Sphaerium striatinum
Mollusc,CMNML 001919,Sphaerium emarginatum or stamineum var,previous scientific name,Sphaerium striatinum
Mollusc,CMNML 001922,Sphaerium flavum,previous scientific name,Sphaerium striatinum
Mollusc,CMNML 001926,Pisidium mainense,previous scientific name,Pisidium walkeri
Mollusc,CMNML 001867,Pisidium mainense,previous scientific name,Pisidium walkeri MAINENSE
Mollusc,CMNML 001927,Pisidium pauperculum v. crystalbnsa,previous scientific name,Pisidium nitidum
Mollusc,CMNML 001928,Pisidium politum,previous scientific name,Pisidium casertanum
Mollusc,CMNML 001929,Pisidium immature near noveboracense,previous scientific name,Pisidium casertanum
Mollusc,CMNML 001930,Pisidium vesiculare,previous scientific name,Pisidium obtusale
Fossil Vertebrate,CMNFV 2120,Deinodon,,Gorgosaurus libratus
Mollusc,CMNML 001963,Sphaerium emarginatum,previous scientific name,Sphaerium striatinum | Sphaerium striatinum
Mollusc,CMNML 001895,Sphaerium emarginatum,previous scientific name,Sphaerium striatinum | Sphaerium striatinum
Mollusc,CMNML 001962,Sphaerium emarginatum,previous scientific name,Sphaerium striatinum
Mollusc,CMNML 001967,Pisdium scutellatum,previous scientific name,Pisidium lilljeborgi
Mollusc,CMNML 001970,Pisidium streatori,previous scientific name,Pisidium casertanum
Mollusc,CMNML 001943,Pisidium streatori,previous scientific name,Pisidium casertanum
Mollusc,CMNML 001887,Sphoerium sp.,previous scientific name,Sphaerium striatinum
Mollusc,CMNML 001972,Sphaerium staminaeum,previous scientific name,Sphaerium striatinum | Sphaerium striatinum
Mollusc,CMNML 001979,Pisidium abditum,previous scientific name,Pisidium casertanum
Mollusc,CMNML 001998,Pisidium abditum,previous scientific name,Pisidium casertanum
Mollusc,CMNML 001942,Pisidium abditum,previous scientific name,Pisidium casertanum
Mollusc,CMNML 002003,Fossaria humilisLymnaea humilis,,Fossaria humilis
Mollusc,CMNML 002156,Planorbis trivolvis var,previous scientific name,Planorbella trivolvis trivolvis
Mollusc,CMNML 002035,Planorbis bicarinatus,previous scientific name,Helisoma anceps anceps
Mollusc,CMNML 002019,Planorbis bicarinatus,previous scientific name,Helisoma anceps anceps
Mollusc,CMNML 002262,Planorbis bicarinatus,previous scientific name,Helisoma anceps anceps
Mollusc,CMNML 002021,Planorbis bicarinatus,previous scientific name,Helisoma anceps anceps
Mollusc,CMNML 002091,Planorbis bicarinatus,previous scientific name,Helisoma anceps anceps
Mollusc,CMNML 002056,Limnoea Stagnicola palustris;Lymnaea elodes,previous scientific name,Stagnicola elodes
Mollusc,CMNML 002049,Planorbis tivolvis,previous scientific name,Planorbella trivolvis trivolvis
Mollusc,CMNML 002051,Planorbis vermicularis,previous scientific name,Gyraulus vermicularis
Mollusc,CMNML 002269,Planorbis vermicularis,previous scientific name,Gyraulus vermicularis
Mollusc,CMNML 002054,Lymnoea arctica,previous scientific name,Stagnicola arctica
Mollusc,CMNML 002174,Lymnoea arctica,previous scientific name,Stagnicola elodes
Mollusc,CMNML 002126,Lymnoea (Radix) ampla;Lymnaea randolphi,previous scientific name,Lymnaea atkaensis
Mollusc,CMNML 002065,Segmentena armigera,previous scientific name,Planorbella campestris
Mollusc,CMNML 002069,Planorbis parvus,previous scientific name,Gyraulus parvus | Gyraulus parvus
Mollusc,CMNML 002289,Planorbis parvus,previous scientific name,Gyraulus parvus
Mollusc,CMNML 002071,Lymnoea humilis,previous scientific name,Fossaria humilis
Mollusc,CMNML 002072,Planorbis exacutas,previous scientific name,Promenetus exacuous exacuous
Fossil Vertebrate,CMNFV 114,Delphodon ?praesagus,,Alphadon praesagus
Fish,CMNFI 1991-0012.2,Phonixus neogaeus,,Phoxinus neogaeus
Bird,CMNAV E259,Toxostoma rutum,,Toxostoma rufum
Mollusc,CMNML 001946,Pisidium subrotundum,previous scientific name,Pisidium casertanum
Mollusc,CMNML 001947,Pisidium proximum,previous scientific name,Pisidium casertanum
Mollusc,CMNML 001956,Pisidium noveboracense var or near,previous scientific name,Pisidium casertanum
Mollusc,CMNML 002749,Unio lineatus,previous scientific name,Lampsilis ornata
Mollusc,CMNML 002750,Unio simus,previous scientific name,Villosa nebulosa
Mollusc,CMNML 002751,Unio percoarctatus,scientific name,Elliptio complanata
Mollusc,CMNML 002751,Unio percoarctotus,previous scientific name,Elliptio complanata
Mollusc,CMNML 002008,Lymnea palustris,previous scientific name,Stagnicola elodes
Mollusc,CMNML 002013,Lymnea palustris,previous scientific name,Stagnicola elodes
Mollusc,CMNML 002011,Lymnea catascopium ?;Lymnaea catascopium ?,previous name,Stagnicola elodes
Mollusc,CMNML 002012,Segmentina armigera,previous scientific name,Planorbula armigera
Mollusc,CMNML 002015,Lymnea stagnalis appressa,previous scientific name,Lymnaea appressa
Mollusc,CMNML 006829,Valvata lewisii precursor;Valvata sincera sincera,previous scientific name,Valvata sincera
Alga,CANA 32425,Gomphonema geitleri,,Gomphoneis geitleri
Vascular Plant,CAN 333494,Lonicera caerulea var. calvescens,original identification,Lonicera villosa
Vascular Plant,CAN 121442,Lonicera caerulea var. calvescens,previous name,Lonicera villosa
Vascular Plant,CAN 121459,Lonicera caerulea var. calvescens,original identification,Lonicera villosa
Bird,CMNAV E2851,Numenius arguata,,Numenius arquata
Fish,CMNFI 1965-0329.5,Melamphaes rugosus,previous name,Poromitra crassiceps
Fish,CMNFI 1965-0323.6,Melamphaes rugosus,previous name,Poromitra crassiceps
Fish,CMNFI 1965-0300.21,Melamphaes rugosus,previous name,Poromitra crassiceps
Fish,CMNFI 1965-0331.12,Occa verrucosa,previous name,Chesnonia verrucosa
Fish,CMNFI 1968-0312.1,Occa verrucosa,previous name,Chesnonia verrucosa
Vascular Plant,CAN 39482,Agropyron trachycaulum (Link) Malte var. trichocoleum (Piper) Malte,previous name,Elymus
Fish,CMNFI 1966-0030.2,Neoscopelarchoides dentatus,previous name,Benthalbella dentata
Fish,CMNFI 1966-0026.10,Neoscopelarchoides dentatus,previous name,Benthalbella dentata
Fish,CMNFI 1966-0029.2,Neoscopelarchoides dentatus,previous name,Benthalbella dentata
Fish,CMNFI 1965-0290.1,Neoscopelarchoides dentatus,previous name,Benthalbella dentata
Fish,CMNFI 1965-0297.3,Neoscopelarchoides dentatus,previous name,Benthalbella dentata
Fish,CMNFI 1965-0298.3,Neoscopelarchoides dentatus,previous name,Benthalbella dentata
Fish,CMNFI 1965-0300.10,Neoscopelarchoides dentatus,previous name,Benthalbella dentata
Fish,CMNFI 1965-0301.3,Neoscopelarchoides dentatus,previous name,Benthalbella dentata
Fish,CMNFI 1966-0032.3,Lestidium ringens,previous name,Lestidiops ringens
Fish,CMNFI 1966-0034.1,Lestidium ringens,previous name,Lestidiops ringens
Fish,CMNFI 1966-0036.6,Lestidium ringens,previous name,Lestidiops ringens
Fish,CMNFI 1965-0291.3,Lestidium ringens,previous name,Lestidiops ringens
Fish,CMNFI 1965-0296.8,Lestidium ringens,previous name,Lestidiops ringens
Fish,CMNFI 1965-0325.2,Lestidium ringens,previous name,Lestidiops ringens
Fish,CMNFI 1965-0301.4,Lestidium ringens,previous name,Lestidiops ringens
Fish,CMNFI 1965-0303.3,Lestidium ringens,previous name,Lestidiops ringens
Fish,CMNFI 1961-0196.1,Lestidium ringens,previous name,Lestidiops ringens
Fish,CMNFI 1966-0033.1,Notolepis rissoi rissoi,previous name,Arctozenus rissoi
Fish,CMNFI 1965-0295.3,Notolepis rissoi rissoi,previous name,Arctozenus rissoi
Fish,CMNFI 1966-0033.1,Notolepis coruscans,previous name,Arctozenus rissoi
Fish,CMNFI 1966-0026.14,Notolepis coruscans,previous name,Arctozenus rissoi
Fish,CMNFI 1965-0295.3,Notolepis coruscans,previous name,Arctozenus rissoi
Mollusc,CMNML 001575,Zirphaea crispata,scientific name,Penitella penita
Mollusc,CMNML 001764,Zirphaea crispata,scientific name,Zirfaea crispata
Mollusc,CMNML 000323,Zirphaea crispata,scientific name,Zirfaea crispata
Mollusc,CMNML 000324,Zirphaea crispata,scientific name,Zirfaea crispata
Mollusc,CMNML 070480,Zirphaea crispata,scientific name,Zirfaea crispata
Mollusc,CMNML 001578,Haminea hydatis,previous scientific name,Haminoea hydatis
Mollusc,CMNML 000929,Haminea hydatis,previous scientific name,Haminoea hydatis
Mollusc,CMNML 001367,Haminea hydatis,previous scientific name,Haminoea hydatis
Mollusc,CMNML 001581,Bela decussata,previous scientific name,Oenopota decussata
Mollusc,CMNML 001582,Bela decussata,previous scientific name,Oenopota decussata
Mollusc,CMNML 000221,Bela decussata,previous scientific name,Oenopota decussata
Mollusc,CMNML 001583,Bela violacea,previous scientific name,Oenopota bicarinata
Mollusc,CMNML 001830,Bela violacea,previous scientific name,Oenopota bicarinata
Mollusc,CMNML 001584,Mangilia crebricostata,previous scientific name,Mangelia crebricostata
Mollusc,CMNML 001585,Mangilia arteaga,previous scientific name,Kurtzia arteaga
Mollusc,CMNML 001378,Mangilia arteaga,previous scientific name,Kurtzia arteaga
Mollusc,CMNML 001379,Mangilia arteaga,previous scientific name,Kurtzia arteaga
Mollusc,CMNML 001380,Mangilia arteaga,previous scientific name,Kurtzia arteaga
Mollusc,CMNML 001587,Volutoharpa sp.,previous scientific name,Serrata translata
Mollusc,CMNML 001595,Ocinebra interfossa,previous scientific name,Ocenebra interfossa
Mollusc,CMNML 000338,Ocinebra interfossa,previous scientific name,Ocenebra interfossa
Mollusc,CMNML 000824,Ocinebra interfossa,previous scientific name,Ocenebra interfossa
Mollusc,CMNML 001096,Ocinebra interfossa,previous scientific name,Ocenebra interfossa
Mollusc,CMNML 001195,Ocinebra interfossa,previous scientific name,Ocenebra interfossa
Mollusc,CMNML 001598,Purpura crispata,previous scientific name,Nucella lamellosa
Mollusc,CMNML 001599,Purpura crispata,previous scientific name,Nucella lamellosa
Mollusc,CMNML 000340,Purpura crispata,previous scientific name,Nucella lamellosa
Mollusc,CMNML 000847,Purpura crispata,previous scientific name,Nucella lamellosa
Mollusc,CMNML 000639,Purpura crispata,previous scientific name,Nucella lamellosa
Mollusc,CMNML 000640,Purpura crispata,previous scientific name,Nucella lamellosa
Mollusc,CMNML 000641,Purpura crispata,previous scientific name,Nucella lamellosa
Mollusc,CMNML 000642,Purpura crispata,previous scientific name,Nucella lamellosa
Mollusc,CMNML 000643,Purpura crispata,previous scientific name,Nucella lamellosa
Mollusc,CMNML 000644,Purpura crispata,previous scientific name,Nucella lamellosa
Mollusc,CMNML 000645,Purpura crispata,previous scientific name,Nucella lamellosa
Mollusc,CMNML 001407,Purpura crispata,previous scientific name,Nucella lamellosa
Mollusc,CMNML 000341,Purpura crispata,previous scientific name,Nucella lamellosa
Mollusc,CMNML 001600,Purpura lima,previous scientific name,Nucella lima
