mkey,descriptor,term,note
712374,substrate,n/a,over humus on cliff shelf
712375,substrate,n/a,shaded cliff face
712376,substrate,n/a,on cedar trunk
712377,substrate,n/a,shaded dry cliff
712378,substrate,n/a,shaded face of cliff
712379,substrate,n/a,shaded cliff
712380,substrate,n/a,on an old stump
712381,substrate,n/a,on old stumps in woods by the sea
712384,substrate,n/a,on soil over cliff
712385,substrate,n/a,on cliff
712386,substrate,n/a,on cliff
712387,substrate,n/a,on boulder beside stream
712388,substrate,n/a,On face of limy rock outcrop
712389,substrate,n/a,blackish mats forming humus on damp cliff
712390,substrate,n/a,muddy silt of lake margin
712391,substrate,n/a,on earth
712392,substrate,n/a,on earth
712393,substrate,n/a,on earth
712395,substrate,n/a,on earth in the bed of the river
712396,substrate,n/a,on the ground
712420,substrate,n/a,on earth subject to inundation
712423,substrate,n/a,wet sand on emergent shore of beach
712425,substrate,n/a,in moist peaty muck in old river channel
712426,substrate,n/a,on peaty lip of overhanging river bank. Moist and shaded.
712429,substrate,n/a,on damp sand in roadside clearing
712431,substrate,n/a,on moist bank
712439,substrate,n/a,rock crevices near water
712441,substrate,n/a,on moist peaty vertical bank of boggy stream
712442,substrate,n/a,"on moist sand of beach top, on root mat"
712448,substrate,n/a,wet silty beach
712451,substrate,n/a,wet sandy beach
712453,substrate,n/a,on vertical wet peaty sides of rly. drainage ditch
712454,substrate,n/a,on soil in clearing
29394,substrate,n/a,On soil along old abandoned road.
26256,substrate,n/a,On sandy soil beside road.
25504,substrate,n/a,On sandy soil.
25529,substrate,n/a,On wet sand.
26338,substrate,n/a,On damp sandy-clay soil of plowed field.
17526,substrate,n/a,On moist sandy soil of road allowance
712458,substrate,n/a,on fibres and peat of riverbank shrubs and plants within reach of high water
712461,substrate,n/a,On silty vertical bank of moose trail along swampy river bank
712467,substrate,n/a,on moist silt at bottom of roadside depression
712471,substrate,n/a,forming patches in peaty silt on moist dessicating lakeshore
712473,substrate,n/a,in moist turfy overhanging bank of river among roots of Carex spp.
712476,substrate,n/a,on earth by the river
712479,substrate,n/a,on earth in flooded ground
712480,substrate,n/a,on earth
712481,substrate,n/a,on earth subject to flood
712482,substrate,n/a,earth of river bank
712485,substrate,n/a,"on a roadside, and on earth"
712486,substrate,n/a,on logs
712487,substrate,n/a,on earth
712488,substrate,n/a,on the roadside
712491,substrate,n/a,roadsides
712492,substrate,n/a,on damp earth
712493,substrate,n/a,in crevices of rocks beside river
712494,substrate,n/a,on rocks at edge of waterfall
712495,substrate,n/a,on wet soil
712496,substrate,n/a,on moist ground between rocks
712498,substrate,n/a,on bark of giant cedar
712499,substrate,n/a,on maple tree bark
712502,substrate,n/a,on maple bark
712503,substrate,n/a,on small trees
712504,substrate,n/a,on trees
712505,substrate,n/a,on Pinus rivularis in swamps
712506,substrate,n/a,on bark of young Douglas fir
712508,substrate,n/a,on trees
712509,substrate,n/a,on alder trees
712510,substrate,n/a,on a poplar trunk
712511,substrate,n/a,on rocks
712513,substrate,n/a,on trees
712514,substrate,n/a,on trunks
712515,substrate,n/a,on dead Spiraea discolor
712520,substrate,n/a,on Populus balsamifera
712522,substrate,n/a,on rough bark of big live birch along boggy lake shore
712523,substrate,n/a,on trunk of large living cedar 7 dm. dbh
712526,substrate,n/a,on bark of dead birch at base of talus slope on lakeshore
712528,substrate,n/a,on trunk of live balsam fir among large basaltic talus boulders on steep slope
712530,substrate,n/a,on bark of Ostrya
712532,substrate,n/a,on bark of sugar maple
712533,substrate,n/a,on trunk of Acer
712534,substrate,n/a,on mountain ash
712535,substrate,n/a,on black ash
712539,substrate,n/a,chiefly on bark of hardwood trees
712540,substrate,n/a,Sur Acer rubrum
712541,substrate,n/a,on rotten log in swampy woods
712542,substrate,n/a,Sur rocher à l'ombre
712543,substrate,n/a,Sur Acer saccharum
712544,substrate,n/a,Sur Acer saccharum
712546,substrate,n/a,On Abies in shaded area
712547,substrate,n/a,sur tronc de Salix bebliana
712548,substrate,n/a,on bark at base of Populus grandidentata
712549,substrate,n/a,on dead birch
712550,substrate,n/a,on trunk of Acer
22031,substrate,n/a,On bark of small sugar maple.
712551,substrate,n/a,on maple
712552,substrate,n/a,maple trunk
712553,substrate,n/a,on beech trunk
712554,substrate,n/a,on bark of maple tree
712563,substrate,n/a,rock ledges
21913,substrate,n/a,On trunk of small white oak.
712569,substrate,n/a,on beech trees
712574,substrate,n/a,on beech trees
21069,substrate,n/a,On ground at base of trees in conifer woods (mainly)
712577,substrate,n/a,on bark of giant cedar
712581,substrate,n/a,on bark of giant cedar
712608,substrate,n/a,over tree trunk spanning streamlet
712618,substrate,n/a,epiphytic on dwarf conifers
712623,substrate,n/a,bark on dead tree
712630,substrate,n/a,over Anacolia in rock
712632,substrate,n/a,on cliff top
712634,substrate,n/a,exposed cliff face
712635,substrate,n/a,rock face
712637,substrate,n/a,on rotten wood
712639,substrate,n/a,on trunks
712640,substrate,n/a,on trunks
712641,substrate,n/a,on rocks
712643,substrate,n/a,on rocks
712645,substrate,n/a,on rocks
712646,substrate,n/a,on trunks
712649,substrate,n/a,at breast height on bark of Abies
712652,substrate,n/a,epiphyte on small white birch
712654,substrate,n/a,"on trees, especially beech"
712655,substrate,n/a,"on trees, especially beech"
712656,substrate,n/a,"on trees, especially beech"
712657,substrate,n/a,on oak bark
712658,substrate,n/a,on trunk of mature Thuja
712659,substrate,n/a,on bark of mature Acer spicatum
712660,substrate,n/a,on live cedar bark
712661,substrate,n/a,on cedar bark
712662,substrate,n/a,on trunk of Thuja
712663,substrate,n/a,on trunk of Poplar
712664,substrate,n/a,on bark of sugar maple
712666,substrate,n/a,on trunk of tree
712667,substrate,n/a,on cedar trunk in dense shade
712668,substrate,n/a,white spruce trunk in dense woods
712669,substrate,n/a,at base of live Abies
712670,substrate,n/a,on leaning live cedar on bark
712671,substrate,n/a,Bole of Fraxinus sp. in rather dense moist woods
21488,substrate,n/a,On trunk of yellow birch.
712673,substrate,n/a,on rock outcrop in woods
712674,substrate,n/a,on trunks of cedar trees
712675,substrate,n/a,on trunk of Acer
712676,substrate,n/a,on trunk of Acer
712677,substrate,n/a,on trunk of Acer
17519,substrate,n/a,On bark of ash beside stream.
712680,substrate,n/a,on bark of maple
712683,substrate,n/a,on rock outcrops and bark of white oak and ironwood trees in oak woods
712685,substrate,n/a,on trunks of oak and maple trees
712687,substrate,n/a,on rock outcrop in deciduous woods
712689,substrate,n/a,on bark of cedar
712691,substrate,n/a,on bark of ash
712692,substrate,n/a,on mountain ash
712693,substrate,n/a,on balsam fir
712694,substrate,n/a,on white birch
17509,substrate,n/a,On trunk of cedar.
17515,substrate,n/a,On bark of elm in swamp.
17496,substrate,n/a,On rock outcrop in woods.
17489,substrate,n/a,On bark of poplar tree.
25435,substrate,n/a,On trunk of cedar.
25519,substrate,n/a,On bark of deciduous trees.
25518,substrate,n/a,On rock outcrop.
29400,substrate,n/a,On trunk of birch.
29414,substrate,n/a,On trunk of ash tree.
712696,substrate,n/a,on mossy boulder
712697,substrate,n/a,on trunk of cedar stump
712698,substrate,n/a,"on S. side of yellow birch trunk, DBH. 19 cm. ca. 1.5 m. above ground"
712700,substrate,n/a,on trunk of Fraxinus nigra
712701,substrate,n/a,on vertical trunk of large live cedar
712702,substrate,n/a,on trunk of live Fraxinus sp.
712703,substrate,n/a,on trunk of live sugar maple
712704,substrate,n/a,on live cedar trunk
712705,substrate,n/a,on bark of mature river bank Thuja
712706,substrate,n/a,on bark of living cedar trunk on lakeshore
712707,substrate,n/a,on trunk of live Fraxinus nigra up to 3 m. above ground level
712708,substrate,n/a,on bark of mature cedar
712709,substrate,n/a,on trunk of large live cedar
712711,substrate,n/a,on bark of tree
712713,substrate,n/a,on Abies balsamea trunk
712715,substrate,n/a,on Thuja
712716,substrate,n/a,on tree trunk at edge of small pond
712717,substrate,n/a,bark of living Abiels balsamea (N side of the stem)
712718,substrate,n/a,on Fraxinus tree
712719,substrate,n/a,on Popula balsamea
712721,substrate,n/a,on dry poplar tree trunk
712722,substrate,n/a,on bark of large living maple in hardwoods
712723,substrate,n/a,on sugar maple tree
712724,substrate,n/a,4-5ft up on bark of sugar maple
712726,substrate,n/a,Balsam poplar stand near river
712727,substrate,n/a,on bark of elm tree in swamp
712790,substrate,n/a,trees
712792,substrate,n/a,on trunk of beech
712794,substrate,n/a,on bark of white oak
712796,substrate,n/a,on bark of ash
712798,substrate,n/a,on trunk of live cedar
712800,substrate,n/a,on bark of cedar
712803,substrate,n/a,on bark of deciduous tree
21311,substrate,n/a,On trunk of poplar beside river.
25480,substrate,n/a,On bark of maple tree.
25478,substrate,n/a,Rock outcrop.
25475,substrate,n/a,On bark of cedar in small swampy area beside lake.
25471,substrate,n/a,On bark of maple.
25453,substrate,n/a,On bark of maple tree.
25462,substrate,n/a,On bark of small cedar in swamp.
25513,substrate,n/a,On bark of deciduous tree.
25525,substrate,n/a,On exfoliating bark of deciduous tree.
29429,substrate,n/a,On trunk of poplar.
712807,substrate,n/a,growing on forest floor
712810,substrate,n/a,growing on forest floor
712815,substrate,n/a,in crevices of bark of large standing dead poplar
712816,substrate,n/a,on trunk of live cedar
712818,substrate,n/a,bark of Fraxinus sp.
712819,substrate,n/a,on bark of tree in swamp
712820,substrate,n/a,on trunk of elm at edge of woods
712822,substrate,n/a,on bark of tree
712823,substrate,n/a,on tree trunk
712824,substrate,n/a,on bark of live Thuja
712825,substrate,n/a,on bark of large white spruce
712827,substrate,n/a,on bark of live cedar trunk
712828,substrate,n/a,on trunk of sugar maple
712829,substrate,n/a,on cedar tree
712831,substrate,n/a,on trunk of Acer
712832,substrate,n/a,on trunk of Ostrya
712833,substrate,n/a,on rock bluff
712834,substrate,n/a,on base of Ostrya
712835,substrate,n/a,on trunk of ash tree
712836,substrate,n/a,on trunk of ash tree
712837,substrate,n/a,on bark of dead standing Betula sp.
712838,substrate,n/a,on trunks of recently cut Fraxinus nigra
712839,substrate,n/a,on bark of large live Thuja sp.
712840,substrate,n/a,on bark of deciduous tree
712841,substrate,n/a,on bark of maple
712842,substrate,n/a,on Fraxinus tree
712843,substrate,n/a,on bark of live Sorbus sp.
712844,substrate,n/a,on trunk of mature black ash
712845,substrate,n/a,on cedar
712849,substrate,n/a,on balsam poplar
712850,substrate,n/a,on trunk of cedar
712851,substrate,n/a,on Fraxinus nigra
712852,substrate,n/a,on Ulmus americana
712853,substrate,n/a,on Acer saccharum
712854,substrate,n/a,on bark of large Fraxinus
712856,substrate,n/a,on trunk of red maple
712857,substrate,n/a,on bark of dead tree
712858,substrate,n/a,on bark of maple
712859,substrate,n/a,on trunk of maple
712860,substrate,n/a,on bark of maple
712861,substrate,n/a,on bark of deciduous tree
20525,substrate,n/a,On trunk of acer.
21783,substrate,n/a,On bark of red ash tree.
20559,substrate,n/a,On trunk of acer.
20654,substrate,n/a,On bluff in woods.
20668,substrate,n/a,On trunk of acer.
20747,substrate,n/a,On trunk of acer.
19603,substrate,n/a,On trunk of acer.
20920,substrate,n/a,On trunk of ash.
26255,substrate,n/a,On bark of black ash.
26227,substrate,n/a,On bark of red maple and ash.
26307,substrate,n/a,On bark of elm and ash trees in wet cedar woods.
26314,substrate,n/a,On bark of white ash at top of limestone cliff.
25482,substrate,n/a,On bark of deciduous tree.
712869,substrate,n/a,on trees
712870,substrate,n/a,on trees
712875,substrate,n/a,on trees
712877,substrate,n/a,on rocks
712878,substrate,n/a,on rocks
712923,substrate,n/a,on trees.
712925,substrate,n/a,on birch bark
712929,substrate,n/a,on birch bark
712935,substrate,n/a,on birch trees
712937,substrate,n/a,on rocks
712939,substrate,n/a,on rocks
712941,substrate,n/a,on trees subject to flood
712952,substrate,n/a,on trees
712954,substrate,n/a,on trunks
712956,substrate,n/a,Sur Fraxinus americana
712964,substrate,n/a,on dry cedar trunk
712965,substrate,n/a,sur Populus tremuloides vivant
712966,substrate,n/a,on trunk of ash
712968,substrate,n/a,Base d'un Populus tremuloides
712969,substrate,n/a,on Fraxinus
712970,substrate,n/a,on bark of yellow birch
712971,substrate,n/a,Sur l'écorce d'un Fraxinus vivant
712973,substrate,n/a,on trunk of birch
712974,substrate,n/a,"on Acer saccharum, at a height of about 9 m"
712975,substrate,n/a,"On bark of recently fallen sugar maple, at 7.3 m from base"
712976,substrate,n/a,tronc d'Epinette
712978,substrate,n/a,"Sur sapin baumier de 10 cm de diamètre, à 40-60 cm du hauteur"
712979,substrate,n/a,"Sur Thuja canadensis, de 25 cm de diametre, entre 0,6 et 2,5 m du hauteur"
712980,substrate,n/a,Sur Fréne noir au dessus de 1 m du sol
712981,substrate,n/a,on bark of cedar
712982,substrate,n/a,on bark of small maple in cedar woods
712983,substrate,n/a,on trunk of Acer
712984,substrate,n/a,on young Acer saccharum
712985,substrate,n/a,on bark of sugar maple near brook
712986,substrate,n/a,on bark of ash
712987,substrate,n/a,on bark of maple near lake
712988,substrate,n/a,sur branches mortes de Salix bebbiana
712989,substrate,n/a,"sur tronc de Acer saccharum en marge du sentier, entre 1,5 à 1,8 m de hauteur"
712990,substrate,n/a,sur gros Chêne rouge (diamètre 1 m)
712991,substrate,n/a,"sur tronc de tilleui à 1,5 m de haut et tronc vertical"
712992,substrate,n/a,"sur tronc de Salix bebbiana entre 1,5 et 2 m de hauteur"
712993,substrate,n/a,on trees
712995,substrate,n/a,on birch trees
712996,substrate,n/a,on birch trees
712997,substrate,n/a,on trees
712998,substrate,n/a,on trunks
712999,substrate,n/a,on trunks
713000,substrate,n/a,on trunk of Acer rubrum
713001,substrate,n/a,on trunk of small Acer
713002,substrate,n/a,on trunk of Acer
713003,substrate,n/a,on trunk of Acer
713005,substrate,n/a,on trees
713006,substrate,n/a,on trees
713007,substrate,n/a,on trunk of alder
713008,substrate,n/a,on tree trunk
713009,substrate,n/a,on fruit trees
713010,substrate,n/a,on trunk of Acer
713011,substrate,n/a,on trunk of small elm
713012,substrate,n/a,on trunk of Acer
713013,substrate,n/a,on trunk of beech
713014,substrate,n/a,on poplar tree
713015,substrate,n/a,on poplar tree at roadside
713016,substrate,n/a,on Aspen
713017,substrate,n/a,on beech trunk
713018,substrate,n/a,on old birch trunk
713019,substrate,n/a,on maple trunk
713020,substrate,n/a,on birch trunk
713021,substrate,n/a,on birch trunk
713022,substrate,n/a,on birch trunk
713023,substrate,n/a,on bark of Populus grandidentata
713025,substrate,n/a,on apple and oak trees
713026,substrate,n/a,on trunk of Acer
713027,substrate,n/a,on trees
713028,substrate,n/a,on trees
713030,substrate,n/a,on trees
713031,substrate,n/a,on trunks in woods
713033,substrate,n/a,oak tree trunk
713034,substrate,n/a,oak tree trunk
713035,substrate,n/a,maple tree trunk
713036,substrate,n/a,tree trunk
