Collection,ID Number,Verbatim name,Parsed name
Lichen,CANL 71956,Cetrariella delesei,Cetrariella delesei
Lichen,CANL 92156,Arthopyrenia cf. affinis (Mass.) R. C. Harris,Arthopyrenia affinis
Lichen,CANL 31091,Cetraria arborialis (Merr.) Howard,Cetraria arborialis
Lichen,CANL 31105,"Cyphelium ocellatum (Koerb.) Trev., Cyphelium calciforme (Flot.) Zahlbr.",Cyphelium ocellatum calciforme
Lichen,CANL 31116,Leptogium plamatum (Huds.) Mont. in Webb & Berth.,Leptogium plamatum
Lichen,CANL 53946,Alectoria capillaris,Alectoria capillaris
Lichen,CANL 53955,"Calicium subquercinum Asah.,Calicium schaereri De Not.",Calicium subquercinum schaereri
Lichen,CANL 53959,"Catillaria biformigera (Leight.) P. James, Biatorina baeomma (Nyl.) A.L. Sm.",Catillaria biformigera baeomma
Lichen,CANL 53974,Pertusaria pocillaris Cumm. in Cardot et al. (1904),Pertusaria pocillaris
Lichen,CANL 53981,Lecidea mollis (Wahlenb.) Nyl.,Lecidea mollis
Lichen,CANL 53982,"Haplocarpon crustulatum (Ach.) Choisy, Lecidea crustulata (Ach.) Spreng.",Haplocarpon crustulatum crustulata
Lichen,CANL 53983,"Haplocarpon macrocarpum (DC) Choisy, Lecidea macrocarpa (DC) Steud.",Haplocarpon macrocarpum macrocarpa
Lichen,CANL 53985,"Lecanactis illecebrosa var. megaspora Merrill,  Bryol. 16:59.  1913.",Lecanactis illecebrosa megaspora
Lichen,CANL 38111,Lecidea subfuscescens Vain. (nom. illeg.),Lecidea subfuscescens
Lichen,CANL 23437,Lecidea latypiza Nyl.,Lecidea latypiza
Lichen,CANL 2560,"Leptogium americanum Degel., Leptogium myochroum var. saturninum",Leptogium americanum myochroum saturninum
Lichen,CANL 2579,Leptogium lacerum,Leptogium lacerum
Lichen,CANL 33924,"Parmelia infumata Nyl., Parmelia elegantula (Zahlbr.) Szat.",Parmelia infumata elegantula
Lichen,CANL 13557,"Parmelia infumata Nyl., Parmelia olivacea (L.) Ach. var. prolixa",Parmelia infumata olivacea prolixa
Lichen,CANL 66297,Tichothecium lichenicola (Somm. ex Fr.) R. Sant.,Tichothecium lichenicola
Lichen,CANL 19334,"Nesolechia oxyspora (Tul.) Massal., Biatora oxyspora Tul.",Nesolechia oxyspora oxyspora
Lichen,CANL 2989,Pannaria rubiginosa Ach. var. conoplea,Pannaria rubiginosa conoplea
Lichen,CANL 13725,"Parmelia arnoldii Du Rietz, Parmelia trichotera Hue",Parmelia arnoldii trichotera
Lichen,CANL 13714,Parmelia perforata (Jacq.) Ach.,Parmelia perforata
Lichen,CANL 125141,Polyblastiopsis fallaciosa,Polyblastiopsis fallaciosa
Lichen,CANL 47870,Collelma tuniforme (Ach.) Ach. em. Degel.,Collelma tuniforme
Lichen,CANL 92701,Polychidium umhausense,Polychidium umhausense
Lichen,CANL 95582,Physcia tenella (Scop.) DC. in Lam. & DC. var. tenella,Physcia tenella tenella
Lichen,CANL 13487,Parmelia furfuracea (L.) Ach.,Parmelia furfuracea
Lichen,CANL 77246,Lecidea lucida (Ach.) Ach.,Lecidea lucida
Lichen,CANL 59674,"Fistulariella minuscula (Nyl.) Bowler & Rundel, Ramilina minuscula (Nyl.) Nyl.",Fistulariella minuscula minuscula
Lichen,CANL 85149,Lecanora cinerea (L.) Somm.,Lecanora cinerea
Lichen,CANL 28817,"Alectoria impexa,Alectoria capillaris,Alecoria nadvornikiana",Alectoria impexa
Lichen,CANL 51807,"Alectoria impepxa auct., non (Hoffm.) Nyl. p.p., A. capillaris (Ach.) Cromb.",Alectoria impepxa
Lichen,CANL 43299,"Alectoria lanestris (Ach.) Gyeln., A. americana Mot.",Alectoria lanestris americana
Lichen,CANL 34276,Caloplace ulmorum (Fink) Fink,Caloplace ulmorum
Lichen,CANL 37434,Catillaria atropurpurea,Catillaria atropurpurea
Lichen,CANL 64681,Parmelia exasperatula,Parmelia exasperatula
Lichen,CANL 23833,Porpidia albocaerulescens subsp. albocaerulescens,Porpidia albocaerulescens albocaerulescens
Lichen,CANL 29092,"Sphaerophorus tuckermanii Ras., S. globusus (Huds.) Vain.",Sphaerophorus tuckermanii globusus
Lichen,CANL 77235,"Lecanora cf. campestroides Brodo ined., L. campestris (Schaer.) Hue",Lecanora campestroides
Lichen,CANL 67274,"Lecanora cf. umbrosa Degel., Lecanora impudens Degel.",Lecanora umbrosa impudens
Lichen,CANL 28894,"Alectoria montana ssp. haidensis ined.,Alectoria sarmentosa (Ach.) Ach.",Alectoria montana haidensis
Lichen,CANL 50555,Arthopyrenia padi Rabenh.,Arthopyrenia padi
Lichen,CANL 29560,Pertusaria pacifica,Pertusaria pacifica
Lichen,CANL 28439,Pertusaris pacifica,Pertusaris pacifica
Lichen,CANL 84911,"Lecidella glomerulosa (DC.) Choisy, Lecidella euphorea (Florke) Hert.",Lecidella glomerulosa euphorea
Lichen,CANL 64792,Lecanora symmictera Nyl. var. sorediosa Westm.,Lecanora symmictera sorediosa
Lichen,CANL 62538,Cladonia groenlandica (Dahl.) Trass,Cladonia groenlandica
Lichen,CANL 59359,"Cladonia transcendens (Vain.) Vain.,Cladonia coccifera",Cladonia transcendens coccifera
Lichen,CANL 46160,"Calicium subquercinum Asah.,Calicium thujae L. Tibell (ined.)",Calicium subquercinum thujae
Lichen,CANL 34705,Peltigera horizontalis-polydactyla,Peltigera horizontalis-polydactyla
Lichen,CANL 29439,Peltigera polydactyla var. polydactyla (Neck.) Hoffm.,Peltigera polydactyla polydactyla
Lichen,CANL 61028,"Cladina cf. ciliata var. tenuis,Cladina cf. tenuis",Cladina ciliata tenuis
Lichen,CANL 87856,Amygdalaria continuosa Brodo,Amygdalaria continuosa
Lichen,CANL 72290,Caloplaca oraphila,Caloplaca oraphila
Lichen,CANL 72524,Pertusaria rhodoleuca Th. Fr.,Pertusaria rhodoleuca
Lichen,CANL 61716,"Cladonia major (Hag.) Sandst.,Cladonia fimbriata (L.) Fr.",Cladonia major fimbriata
Lichen,CANL 69699,Catillaria biformigera (Leight.) P. James,Catillaria biformigera
Lichen,CANL 73991,Buellia wahlenbergii (Ach.) Sheard,Buellia wahlenbergii
Lichen,CANL 73987,"C. caesiorufella (Nyl.) Zahlbr., C. ferruginea (Huds.) Th. Fr., C. ammniopsila",C. caesiorufella ferruginea ammniopsila
Lichen,CANL 72347,"Buellia pulchella (Schrad.) Tuck.,Buellia wahlenbergii (Ach.) Sheard",Buellia pulchella wahlenbergii
Lichen,CANL 74110,Buellia pulchella (Schrad.) Tuck.,Buellia pulchella
Lichen,CANL 29140,Parmeliella microphyllina (Sw.) Muell. Arg.,Parmeliella microphyllina
Lichen,CANL 0033585A,Parmeliella microphylla (Sw.) Muell. Arg.,Parmeliella microphylla
Lichen,CANL 29416,Pannaria saubenetti (Mont) Zahlbr.,Pannaria saubenetti
Lichen,CANL 38493,Cladonia subsquamosa,Cladonia subsquamosa
Lichen,CANL 9491,Cladonia scabriuscula f. sublevis,Cladonia scabriuscula sublevis
Lichen,CANL 120942,Cladina alpestris,Cladina alpestris
Lichen,CANL 99407,Alectoria furcellata,Alectoria furcellata
Lichen,CANL 55727,Trapelia ornata,Trapelia ornata
Lichen,CANL 65901,Cladonia subulata (L.) Wigg. f. subulata,Cladonia subulata subulata
Lichen,CANL 31272,Parmelia sinuosa (Sm.) Ach.,Parmelia sinuosa
Lichen,CANL 61341,Cladonia transcendens f. transcendens (Vain.) Vain.,Cladonia transcendens transcendens
Lichen,CANL 74579,Rinodina arenara (Hepp) Th. Fr.,Rinodina arenara
Lichen,CANL 61595,"Cladonia furcata (Huds.) Schrad., C. scabriuscula var. sublevis",Cladonia furcata scabriuscula sublevis
Lichen,CANL 38263,Alectoria canadensis Mot.,Alectoria canadensis
Lichen,CANL 73982,Lecidea elaeochroma (Ach.) Choisy,Lecidea elaeochroma
Lichen,CANL 118066,Lecidella eleochroma,Lecidella eleochroma
Lichen,CANL 31286,Nesolechia oxyspora (Tul.) Massal.,Nesolechia oxyspora
Lichen,CANL 39902,Cladonia cristatella f. ochrocarpia Tuck.,Cladonia cristatella ochrocarpia
Lichen,CANL 12237,"Lecanora pinastri (Schaer.) H. Magn., Lecanora chlarona auct.",Lecanora pinastri chlarona
Lichen,CANL 27981,Lempholemma radiata (Sommerf.) Henss.,Lempholemma radiata
Lichen,CANL 34719,"Punctelia soredica (Nyl.) Krog, Parmelia ulophyllodes (Vain.) Sav.",Punctelia soredica ulophyllodes
Lichen,CANL 54052,Cladonia pseudomacilenta Asah. squamatic strain - I.M.Brodo Jan 1980,Cladonia pseudomacilenta squamatic strain
Lichen,CANL 61305,"Cladonia pseudomacilenta Asah., Cladonia polydactyla (Floerke) Spreng.",Cladonia pseudomacilenta polydactyla
Lichen,CANL 74707,Gyalectina cfr. carneolutea (Turn.) Vezda,Gyalectina
Lichen,CANL 56735,Cladonia multiformis f. subascypha,Cladonia multiformis subascypha
Lichen,CANL 57796,Parmelia fraudens Nyl.,Parmelia fraudens
Lichen,CANL 29295,Parmelia multispora Schneid.,Parmelia multispora
Lichen,CANL 29177,Parmeliella saubinettii (Mont.) Zahlbr.,Parmeliella saubinettii
Lichen,CANL 45547,"Alectoria bicolor (Ehrh.) Nyl.,Alectoria tenuis Dahl",Alectoria bicolor tenuis
Lichen,CANL 38266,Alectoria carlottae ined.,Alectoria carlottae
Lichen,CANL 26709,Buellia chlorophaea (Hepp ex Leight) Lett.,Buellia chlorophaea
Lichen,CANL 88935,Cladina aberrans (Abb.) Hale & W. Culb.,Cladina aberrans
Lichen,CANL 36577,Massarina salicinicola Rehm.,Massarina salicinicola
Lichen,CANL 45536,Alectoria charlottae,Alectoria charlottae
Lichen,CANL 28835,Alectoria americana var. delicata,Alectoria americana delicata
Lichen,CANL 45159,Alectoria americana var. canadensis,Alectoria americana canadensis
Lichen,CANL 57824,Peltigera collina (Ach.) Ach. var. aphthosa,Peltigera collina aphthosa
Lichen,CANL 30847,"Peltigera hymenina (Ach.) Del., Peltigera polydactyla (Neck.) Hoffm.",Peltigera hymenina polydactyla
Lichen,CANL 38347,Alectoria americana Mot. f. sorediate ined.,Alectoria americana sorediate
Lichen,CANL 38391,Alectoria americana f. sorediata ined.,Alectoria americana sorediata
Lichen,CANL 40928,Alectoria americana var. americana,Alectoria americana americana
Lichen,CANL 38357,Alectoria americana f. nigricaulis,Alectoria americana nigricaulis
Lichen,CANL 80292,Heterliana alaskensis,Heterliana alaskensis
Lichen,CANL 80292,Heteliana alaskensis,Heteliana alaskensis
Lichen,CANL 61477,Botrydina vulgaris Breb,Botrydina vulgaris
Lichen,CANL 30935,Pertusaria subplicans Nyl.,Pertusaria subplicans
