skey,site_id,start_latitude,start_longitude,start_latitude_dec,start_longitude_dec,problem
348181,CMNFV 044746,79° N,,79.0,,incomplete pair
350994,CMNFV 011591,,115° 9' ,,-115.15,incomplete pair
358315,CMNPYF0141,"92° 10' 0"" N","79° 16' 0"" W",92.166667,-79.266667,"off Earth or 0,0"
361659,CMNPYF0252,"8° 25' 15"" N","71° 51' 63"" W",8.420833,-71.8675,seconds too large
371023,CMNML 066580,"76° 0' 80"" N","71° 19' 40"" W",76.022222,-71.327778,seconds too large
371024,CMNML 066581,"75° 50' 70"" N","74° 17' 40"" W",75.852778,-74.294444,seconds too large
371029,CMNML 066608,,63° 46' ,,-63.766667,incomplete pair
371144,CMNML 066754,,110° 32' ,,-110.533333,incomplete pair
372674,CMNML 044573,425N W,62° 0' ,,-62.0,degrees impossible
372679,CMNML 044580,425N W,62° 0' ,,-62.0,degrees impossible
372770,CMNML 044798,425N W,62° 0' ,,-62.0,degrees impossible
372958,CMNML 035300,"69° 37' 12"" N",81° 63' W,69.62,-82.05,minutes too large
373118,CMNML 035710,62° 74' N,"65° 26' 30"" W",63.233333,-65.441667,minutes too large
373119,CMNML 035711,62° 74' N,"65° 26' 30"" W",63.233333,-65.441667,minutes too large
373120,CMNML 035712,62° 74' N,"65° 26' 30"" W",63.233333,-65.441667,minutes too large
373121,CMNML 035713,62° 74' N,"65° 26' 30"" W",63.233333,-65.441667,minutes too large
373122,CMNML 035714,62° 74' N,"65° 26' 30"" W",63.233333,-65.441667,minutes too large
373219,CMNML 035830,"45° 21' 15"" N","70° 86' 0"" W",45.354167,-71.433333,minutes too large
373445,CMNML 036247,68° 46' N,81° 91' W,68.766667,-82.516667,minutes too large
373446,CMNML 036248,68° 46' N,81° 91' W,68.766667,-82.516667,minutes too large
374461,CMNML 039488,60° 0' N,,60.0,,incomplete pair
374462,CMNML 039489,60° 0' N,,60.0,,incomplete pair
374463,CMNML 039490,59° 54' N,,59.9,,incomplete pair
374465,CMNML 039492,59° 50' N,,59.833333,,incomplete pair
374466,CMNML 039493,59° 48' N,,59.8,,incomplete pair
374628,CMNML 039699,59° N,,59.0,,incomplete pair
374629,CMNML 039700,59° N,,59.0,,incomplete pair
375790,CMNML 033873,530N W,91° 55' ,,-91.916667,degrees impossible
375791,CMNML 033874,530N W,91° 55' ,,-91.916667,degrees impossible
377025,CMNML 069645,55° 59' N,87° 88' W,55.983333,-88.466667,minutes too large
377599,CMNML 050821,,77° 27' ,,-77.45,incomplete pair
378051,CMNML 051274,44° 78' N,80° 41' W,45.3,-80.683333,minutes too large
378052,CMNML 051275,44° 78' N,80° 41' W,45.3,-80.683333,minutes too large
378053,CMNML 051276,44° 78' N,80° 41' W,45.3,-80.683333,minutes too large
378054,CMNML 051277,44° 78' N,80° 41' W,45.3,-80.683333,minutes too large
378055,CMNML 051278,44° 78' N,80° 41' W,45.3,-80.683333,minutes too large
378056,CMNML 051279,44° 78' N,80° 41' W,45.3,-80.683333,minutes too large
378057,CMNML 051280,44° 78' N,80° 41' W,45.3,-80.683333,minutes too large
378058,CMNML 051281,44° 78' N,80° 41' W,45.3,-80.683333,minutes too large
378059,CMNML 051282,44° 78' N,80° 41' W,45.3,-80.683333,minutes too large
378060,CMNML 051283,44° 78' N,80° 41' W,45.3,-80.683333,minutes too large
378061,CMNML 051284,44° 78' N,80° 41' W,45.3,-80.683333,minutes too large
378062,CMNML 051285,44° 78' N,80° 41' W,45.3,-80.683333,minutes too large
378063,CMNML 051286,44° 78' N,80° 41' W,45.3,-80.683333,minutes too large
378383,CMNML 053016,44° 22' N,76° 82' W,44.366667,-77.366667,minutes too large
378384,CMNML 053017,44° 22' N,76° 82' W,44.366667,-77.366667,minutes too large
378457,CMNML 053446,441N W,78° 13' ,,-78.216667,degrees impossible
378458,CMNML 053447,441N W,78° 13' ,,-78.216667,degrees impossible
378459,CMNML 053448,441N W,78° 13' ,,-78.216667,degrees impossible
378461,CMNML 053450,441N W,78° 13' ,,-78.216667,degrees impossible
378462,CMNML 053451,441N W,78° 13' ,,-78.216667,degrees impossible
378463,CMNML 053452,441N W,78° 13' ,,-78.216667,degrees impossible
378464,CMNML 053453,441N W,78° 13' ,,-78.216667,degrees impossible
378465,CMNML 053454,441N W,78° 13' ,,-78.216667,degrees impossible
378466,CMNML 053455,441N W,78° 13' ,,-78.216667,degrees impossible
378900,CMNML 054868,,110° 20' ,,-110.333333,incomplete pair
379058,CMNML 067780,52° 30' N,120° 60' W,52.5,-121.0,minutes too large
379486,CMNML 044625,425N W,62° 0' ,,-62.0,degrees impossible
379617,CMNML 036526,693N W,138° 50' ,,-138.833333,degrees impossible
379757,CMNML 037154,,85° 52' ,,-85.866667,incomplete pair
380626,CMNML 032144,54° 4' N,5404--N ,54.066667,,degrees impossible
383702,CMNML 027993,45° 60' N,76° 0' W,46.0,-76.0,minutes too large
383703,CMNML 027994,45° 60' N,76° 0' W,46.0,-76.0,minutes too large
383872,CMNML 028187,49° 57' N,95° 62' W,49.95,-96.033333,minutes too large
383990,AHC 1960-06-11 C 44,,"77° 13' 0"" ",,-77.216667,incomplete pair
384231,CMNML 044017,43° 59' N,"61° 87' 30"" W",43.983333,-62.458333,minutes too large
384238,CMNML 044060,425--N N,62° 0' ,,62.0,degrees impossible
384525,CMNML 029029,,106° 28' ,,-106.466667,incomplete pair
384526,CMNML 029030,,106° 28' ,,-106.466667,incomplete pair
384527,CMNML 029031,,106° 28' ,,-106.466667,incomplete pair
384528,CMNML 029032,,104° 30' ,,-104.5,incomplete pair
384529,CMNML 029033,,104° 30' ,,-104.5,incomplete pair
384530,CMNML 029034,,104° 30' ,,-104.5,incomplete pair
384531,CMNML 029035,,"952° 13' 50"" ",,-952.230556,incomplete pair
384544,CMNML 029048,,"952° 13' 50"" ",,-952.230556,incomplete pair
384548,CMNML 029052,,106° 28' ,,-106.466667,incomplete pair
385264,CMNML 029917,55° 27' N,11527-W ,55.45,,degrees impossible
385352,CMNML 020018,"43° 92' 48"" N",69° 22' W,44.546667,-69.366667,minutes too large
385355,CMNML 020051,,93° 27' ,,-93.45,incomplete pair
385408,CMNML 020226,45° 60' N,76° 0' W,46.0,-76.0,minutes too large
385602,CMNML 021199,,81° 50' ,,-81.833333,incomplete pair
386236,CMNML 073782,,64° 22' ,,-64.366667,incomplete pair
386360,CMNML 073940,,"69° 33' 36"" ",,-69.56,incomplete pair
386572,CMNML 023242,45° 60' N,76° 0' W,46.0,-76.0,minutes too large
387011,CMNML 024125,,130° 19' ,,-130.316667,incomplete pair
387426,CMNML 020143,45° 26' N,74° 75' W,45.433333,-75.25,minutes too large
387693,CMNML 020830,45° 60' N,76° 0' W,46.0,-76.0,minutes too large
388394,CMNML 045568,,64° 50' ,,-64.833333,incomplete pair
388395,CMNML 045569,,67° 58' ,,-67.966667,incomplete pair
388407,CMNML 045581,,81° 51' ,,-81.85,incomplete pair
388408,CMNML 045582,,82° 7' ,,-82.116667,incomplete pair
388445,CMNML 045621,64° 1' N,9600--W ,64.016667,,degrees impossible
388993,CMNML 046180,,117° 20' ,,-117.333333,incomplete pair
388996,CMNML 046183,,106° 28' ,,-106.466667,incomplete pair
388997,CMNML 046186,,106° 45' ,,-106.75,incomplete pair
389003,CMNML 046192,,117° 20' ,,-117.333333,incomplete pair
389037,CMNML 046226,,133° 39' ,,-133.65,incomplete pair
389038,CMNML 046227,,133° 39' ,,-133.65,incomplete pair
389132,CMNML 046328,47° 98' N,121° 42' W,48.633333,-121.7,minutes too large
389133,CMNML 046329,47° 98' N,121° 42' W,48.633333,-121.7,minutes too large
389134,CMNML 046330,47° 98' N,121° 42' W,48.633333,-121.7,minutes too large
389135,CMNML 046331,47° 98' N,121° 42' W,48.633333,-121.7,minutes too large
389146,CMNML 046342,48° 36' N,122° 65' W,48.6,-123.083333,minutes too large
389147,CMNML 046343,48° 36' N,122° 65' W,48.6,-123.083333,minutes too large
389148,CMNML 046344,48° 36' N,122° 65' W,48.6,-123.083333,minutes too large
389180,CMNML 046376,16° 90' N,96° 50' W,17.5,-96.833333,minutes too large
389181,CMNML 046377,16° 90' N,96° 50' W,17.5,-96.833333,minutes too large
389182,CMNML 046378,16° 90' N,96° 50' W,17.5,-96.833333,minutes too large
389183,CMNML 046379,16° 90' N,96° 50' W,17.5,-96.833333,minutes too large
389184,CMNML 046380,16° 90' N,96° 50' W,17.5,-96.833333,minutes too large
389185,CMNML 046381,16° 90' N,96° 50' W,17.5,-96.833333,minutes too large
389186,CMNML 046382,16° 90' N,96° 50' W,17.5,-96.833333,minutes too large
389187,CMNML 046383,16° 90' N,96° 50' W,17.5,-96.833333,minutes too large
389289,CMNML 046492,,123° 18' ,,-123.3,incomplete pair
389310,CMNML 046530,,132° 57' ,,-132.95,incomplete pair
389311,CMNML 046531,,132° 57' ,,-132.95,incomplete pair
389321,CMNML 046541,,127° 4' ,,-127.066667,incomplete pair
389353,CMNML 046575,50° 40' N,,50.666667,,incomplete pair
389363,CMNML 046585,,132° 57' ,,-132.95,incomplete pair
389374,CMNML 046596,,125° 53' ,,-125.883333,incomplete pair
389797,CMNML 047078,,127° 11' ,,-127.183333,incomplete pair
389819,CMNML 047100,,125° 53' ,,-125.883333,incomplete pair
389912,CMNML 047194,,137° 57' ,,-137.95,incomplete pair
390032,CMNML 047320,62° 33' N,,62.55,,incomplete pair
390096,CMNML 047384,504024 N W,127° 11' ,,-127.183333,degrees impossible
390310,CMNML 047660,,127° 11' ,,-127.183333,incomplete pair
390359,CMNML 047712,,127° 11' ,,-127.183333,incomplete pair
390404,CMNML 047774,,127° 11' ,,-127.183333,incomplete pair
390411,CMNML 047781,,"126° 9' 30"" ",,-126.158333,incomplete pair
390421,CMNML 047793,,127° 11' ,,-127.183333,incomplete pair
390570,CMNML 047957,300N W,81° 4' ,,-81.066667,degrees impossible
390649,CMNML 048053,53° 52' N,133006W ,53.866667,,degrees impossible
390658,CMNML 048065,543--N W,134° 35' ,,-134.583333,degrees impossible
390707,CMNML 048135,,126° 26' ,,-126.433333,incomplete pair
390797,CMNML 048227,,"126° 9' 30"" ",,-126.158333,incomplete pair
390798,CMNML 048228,,"126° 9' 30"" ",,-126.158333,incomplete pair
390803,CMNML 048233,,127° 11' ,,-127.183333,incomplete pair
390865,CMNML 048295,,132° 57' ,,-132.95,incomplete pair
391837,CMNML 059506,"42° 36' 40"" N","84° 25' 60"" W",42.611111,-84.433333,seconds too large
391869,CMNML 060004,,108° 4' ,,-108.066667,incomplete pair
392006,CMNML 060163,,94° 13' ,,-94.216667,incomplete pair
392136,CMNML 060461,,129° 5' ,,129.083333,incomplete pair
392140,CMNML 060465,,129° 5' ,,129.083333,incomplete pair
392141,CMNML 060466,,127° 26' ,,127.433333,incomplete pair
392144,CMNML 060469,,129° 5' ,,129.083333,incomplete pair
392451,CMNML 062152,"49° 49' 10"" N","85° 48' 60"" W",49.819444,-85.816667,seconds too large
392658,CMNML 062826,,54° 53' ,,-54.883333,incomplete pair
392659,CMNML 062827,,54° 53' ,,-54.883333,incomplete pair
392663,CMNML 062831,,55° 17' ,,-55.283333,incomplete pair
392664,CMNML 062832,,55° 17' ,,-55.283333,incomplete pair
392665,CMNML 062833,,55° 17' ,,-55.283333,incomplete pair
392666,CMNML 062834,,55° 17' ,,-55.283333,incomplete pair
392669,CMNML 062837,,57° 14' ,,-57.233333,incomplete pair
392759,Grimm 1971-08-17 Sta. 2114,"45° 43' 25"" N","63° 53' 76"" W",45.723611,-63.904444,seconds too large
393206,CMNML 070003,,93° 55' ,,-93.916667,incomplete pair
393217,CMNML 070014,,94° 6' ,,-94.1,incomplete pair
393222,CMNML 070019,,93° 55' ,,-93.916667,incomplete pair
393227,CMNML 070024,,94° 5' ,,-94.083333,incomplete pair
393228,CMNML 070025,,94° 5' ,,-94.083333,incomplete pair
393237,CMNML 070034,,85° 35' ,,-85.583333,incomplete pair
393320,CMNML 070117,,94° 6' ,,-94.1,incomplete pair
393324,CMNML 070121,,94° 12' ,,-94.2,incomplete pair
393434,CMNML 070530,4900-N W,107° 18' ,,-107.3,degrees impossible
393446,CMNML 070551,,94° 13' ,,-94.216667,incomplete pair
393449,CMNML 070554,,94° 12' ,,-94.2,incomplete pair
393450,CMNML 070555,,94° 13' ,,-94.216667,incomplete pair
393451,CMNML 070556,,106° 19' ,,-106.316667,incomplete pair
393452,CMNML 070557,,94° 5' ,,-94.083333,incomplete pair
393456,CMNML 070561,,94° 12' ,,-94.2,incomplete pair
393457,CMNML 070562,,94° 12' ,,-94.2,incomplete pair
393460,CMNML 070565,,94° 12' ,,-94.2,incomplete pair
393463,CMNML 070568,,94° 12' ,,-94.2,incomplete pair
393465,CMNML 070570,,94° 13' ,,-94.216667,incomplete pair
393468,CMNML 070573,,94° 12' ,,-94.2,incomplete pair
393469,CMNML 070574,,94° 12' ,,-94.2,incomplete pair
393477,CMNML 070582,,94° 12' ,,-94.2,incomplete pair
393487,CMNML 070592,,94° 26' ,,-94.433333,incomplete pair
393502,CMNML 070607,,94° 12' ,,-94.2,incomplete pair
394087,CMNML 071911,,109° 23' ,,-109.383333,incomplete pair
394088,CMNML 071912,,108° 57' ,,-108.95,incomplete pair
394090,CMNML 071914,,109° 9' ,,-109.15,incomplete pair
394093,CMNML 071917,,110° 20' ,,-110.333333,incomplete pair
394094,CMNML 071918,,110° 27' ,,-110.45,incomplete pair
394095,CMNML 071919,,110° 4' ,,-110.066667,incomplete pair
394096,CMNML 071920,,112° 6' ,,-112.1,incomplete pair
394097,CMNML 071921,,112° 53' ,,-112.883333,incomplete pair
394098,CMNML 071922,,112° 56' ,,-112.933333,incomplete pair
394110,CMNML 071935,,111° 37' ,,-111.616667,incomplete pair
394112,CMNML 071937,,108° 31' ,,-108.516667,incomplete pair
394115,CMNML 071940,,112° 56' ,,-112.933333,incomplete pair
394116,CMNML 071941,,86° 59' ,,-86.983333,incomplete pair
394118,CMNML 071944,856N W,119° 25' ,,-119.416667,degrees impossible
394120,CMNML 071946,,120° 42' ,,-120.7,incomplete pair
394121,CMNML 071947,,120° 42' ,,-120.7,incomplete pair
394122,CMNML 071948,,120° 27' ,,-120.45,incomplete pair
394124,CMNML 071950,852N W,111° 37' ,,-111.616667,degrees impossible
394126,CMNML 071952,,110° 10' ,,-110.166667,incomplete pair
394127,CMNML 071953,,110° 2' ,,-110.033333,incomplete pair
394128,CMNML 071954,,110° 27' ,,-110.45,incomplete pair
394129,CMNML 071955,,110° 27' ,,-110.45,incomplete pair
394130,CMNML 071956,,110° 20' ,,-110.333333,incomplete pair
394132,CMNML 071958,,108° 35' ,,-108.583333,incomplete pair
394134,CMNML 071960,,110° 15' ,,-110.25,incomplete pair
394135,CMNML 071961,,109° 49' ,,-109.816667,incomplete pair
394136,CMNML 071962,,109° 23' ,,-109.383333,incomplete pair
394139,CMNML 071965,,108° 0' ,,-108.0,incomplete pair
394141,CMNML 071967,,108° 52' ,,-108.866667,incomplete pair
394142,CMNML 071968,,109° 9' ,,-109.15,incomplete pair
394144,CMNML 071970,,109° 20' ,,-109.333333,incomplete pair
394146,CMNML 071972,,110° 27' ,,-110.45,incomplete pair
394147,CMNML 071973,,111° 4' ,,-111.066667,incomplete pair
394148,CMNML 071974,,112° 5' ,,-112.083333,incomplete pair
394149,CMNML 071975,,112° 53' ,,-112.883333,incomplete pair
394151,CMNML 071977,,86° 53' ,,-86.883333,incomplete pair
394153,CMNML 071979,,"86° 51' 6"" ",,-86.851667,incomplete pair
394154,CMNML 071980,,86° 59' ,,-86.983333,incomplete pair
394347,CMNML 075377,"48° 40' 60"" N","122° 18' 47"" W",48.683333,-122.313056,seconds too large
394408,CMNML 075578,,79° 2' ,,-79.033333,incomplete pair
394515,CMNML 076524,,131° 5' ,,-131.083333,incomplete pair
394561,CMNML 076960,,132° 36' ,,-132.6,incomplete pair
394605,CMNML 065045,46° 15' N,8120--W ,46.25,,degrees impossible
395645,CMNML 005515,42° 51' N,7934--W ,42.85,,degrees impossible
395763,CMNML 006257,"41° 35' 44"" N","71° 26' 60"" W",41.595556,-71.45,seconds too large
395952,CMNML 014748,45° 60' N,76° 0' W,46.0,-76.0,minutes too large
398146,CMNML 002278,453--N W,71° 7' ,,-71.116667,degrees impossible
400147,P4801,53° 33' N,12045-W ,53.55,,degrees impossible
400325,P5807,"68° 11' 6"" N","125° 49' 72"" W",68.185,-125.836667,seconds too large
400683,P6603,"47° 31' 36"" N",694818W ,47.526667,,degrees impossible
401259,CAN 111504,6855-N W,134° 0' ,,-134.0,degrees impossible
401492,CANL 45128,48° 79' N,89° 41' W,49.316667,-89.683333,minutes too large
401524,FP 1960.IX-BR,29° 8' S,5238--W ,-29.133333,,degrees impossible
401819,CMNFI 1965-0331,"54° 103' 15"" N","132° 33' 20"" W",55.720833,-132.555556,minutes too large
401873,CAN 55030,68° 55' N,,68.916667,,incomplete pair
401898,GFB 1971.II.10-SF,23° 52' S,3001--E ,-23.866667,,degrees impossible
401938,CAN 234518,51° 42' N,,51.7,,incomplete pair
401980,DHS 1963-08-10 42199,39° 91' N,81° 30' W,40.516667,-81.5,minutes too large
402192,RZ-BL,16° 51' S,6508--W ,-16.85,,degrees impossible
402292,CAN 1225,65° 15' N,,65.25,,incomplete pair
402678,PAY 1961-04-09 11641,"45° 38' 5"" N",761102W ,45.634722,,degrees impossible
402702,JM 1905-00-00 93180,46° 48' N,7112--W ,46.8,,degrees impossible
402940,CMNML 024945,49° 44' N,9641--W ,49.733333,,degrees impossible
403011,CAN 234199,82° 76' N,75° 55' W,83.266667,-75.916667,minutes too large
403409,CAN 38761,68° 55' N,,68.916667,,incomplete pair
403487,CAN 38756,68° 40' N,,68.666667,,incomplete pair
404315,CAN 32578,68° 55' N,,68.916667,,incomplete pair
404327,CAN 32434,63° N,,63.0,,incomplete pair
404333,CAN 32577,68° 55' N,,68.916667,,incomplete pair
404458,CAN 4748,65° 30' N,,65.5,,incomplete pair
404517,CAN 31789,68° 40' N,,68.666667,,incomplete pair
404600,CAN 4642,68° 40' N,,68.666667,,incomplete pair
404722,Vaudreuil Is. Quebec,45° 24' N,7402--W ,45.4,,degrees impossible
405039,CAN 31788,68° 40' N,,68.666667,,incomplete pair
405042,CAN 31787,68° 55' N,,68.916667,,incomplete pair
405487,CAN 32237,68° 40' N,,68.666667,,incomplete pair
405730,CAN 32238,"68° 40' 55"" N",,68.681944,,incomplete pair
405794,CAN 300202,62° 77' N,114° 32' W,63.283333,-114.533333,minutes too large
405845,CAN 31930,68° 40' N,,68.666667,,incomplete pair
405857,Perth Museum Ontario,45° 56' N,7715--W ,45.933333,,degrees impossible
405940,Father Gobiel-Gatineau River,"45° 30' 17"" N",0754614--W ,45.504722,,degrees impossible
406127,CAN 32581,68° 55' N,,68.916667,,incomplete pair
406446,CAN 30800,68° 40' N,,68.666667,,incomplete pair
407928,CAN 311986,68° 46' N,68° 77' W,68.766667,-69.283333,minutes too large
408364,CAN 582388,"66° 35' 54"" N","71° 30' 92"" W",66.598333,-71.525556,seconds too large
408394,CAN 579093,79° 55' N,89° 92' W,79.916667,-90.533333,minutes too large
408595,CAN 30799,68° 40' N,,68.666667,,incomplete pair
408832,CAN 34032,"68° 40' 55"" N",,68.681944,,incomplete pair
408833,CAN 34031,"68° 40' 55"" N",,68.681944,,incomplete pair
408873,CAN 32990,68° 40' N,,68.666667,,incomplete pair
408899,CMNFI 1979-1156,42° N,,42.0,,incomplete pair
409286,CAN 127434,77° 76' N,124° 14' W,78.266667,-124.233333,minutes too large
410442,CANL 27851,91° 45' N,79° 25' W,91.75,-79.416667,"off Earth or 0,0"
410525,CAN 220686,68° 40' N,,68.666667,,incomplete pair
410826,CAN 239,63° N,,63.0,,incomplete pair
411118,CAN 120,63° N,,63.0,,incomplete pair
411230,ELB 1980 S18F02,"57° 7' 375"" N","135° 33' 59"" W",57.220833,-135.566389,seconds too large
411245,CAN 113,63° N,,63.0,,incomplete pair
411695,CAN 568676,65° 71' N,126° 40' W,66.183333,-126.666667,minutes too large
411885,CMNFI 1967-0022,55° 39' N,105° 80' W,55.65,-106.333333,minutes too large
412092,CAN 565639,73° 81' N,119° 90' W,74.35,-120.5,minutes too large
412093,CAN 582389,"66° 35' 54"" N","71° 30' 92"" W",66.598333,-71.525556,seconds too large
412125,CAN 4992,59° 51' N,136° 68' W,59.85,-137.133333,minutes too large
412246,CAN 276220,58° 81' N,124° 34' W,59.35,-124.566667,minutes too large
412398,DMcK-1989-06/07 092876,"45° 31' 3"" N",762559W ,45.5175,,degrees impossible
412455,BTK 1970-06-20 077620,"45° 62' 8"" N","75° 53' 20"" W",46.035556,-75.888889,minutes too large
412553,CANL 45230,46° 70' N,60° 25' W,47.166667,-60.416667,minutes too large
412650,CAN 39331,62° 30' N,,62.5,,incomplete pair
412668,CAN 39330,62° 30' N,,62.5,,incomplete pair
412692,CAN 401662,54° 10' N,128° 70' W,54.166667,-129.166667,minutes too large
412809,CAN 582363,"66° 35' 54"" N","71° 30' 92"" W",66.598333,-71.525556,seconds too large
412810,CAN 582354,"66° 35' 54"" N","71° 30' 92"" W",66.598333,-71.525556,seconds too large
412813,CAN 582355,"66° 35' 54"" N","71° 30' 92"" W",66.598333,-71.525556,seconds too large
413312,CAN 39333,68° 40' N,,68.666667,,incomplete pair
413329,CAN 39283,65° 30' N,,65.5,,incomplete pair
413465,CAN 39282,69° 70' N,115° W,70.166667,-115.0,minutes too large
413571,CAN 5855,68° 40' N,,68.666667,,incomplete pair
413634,CBS 1969-09-13 080458,"40° 45' 2"" N","86° 3' 60"" W",40.750556,-86.066667,seconds too large
413801,CANL 27812,91° 45' N,79° 25' W,91.75,-79.416667,"off Earth or 0,0"
413841,JDW&PM&HTB 1972-06-08 076805,"32° 55' 60"" N","88° 11' 59"" W",32.933333,-88.199722,seconds too large
413999,CAN 566414,98° 14' N,"98° 14' 13"" W",98.233333,-98.236944,"off Earth or 0,0"
414173,CAN 565641,73° 81' N,119° 90' W,74.35,-120.5,minutes too large
414571,CAN 6932,63° N,,63.0,,incomplete pair
414918,DW&CE 1994.XI.19-20-PM,8° 37' N,80° 85' W,8.616667,-81.416667,minutes too large
415057,CAN 39995,63° 0' N,,63.0,,incomplete pair
415435,CAN 301874,70° N,,70.0,,incomplete pair
415534,CAN 9580,68° 40' N,,68.666667,,incomplete pair
415706,CANL 27799,91° 45' N,79° 25' W,91.75,-79.416667,"off Earth or 0,0"
415713,CAN 30740,63° N,,63.0,,incomplete pair
415751,CAN 565643,73° 81' N,119° 90' W,74.35,-120.5,minutes too large
415783,CAN 40166,68° 40' N,,68.666667,,incomplete pair
415839,CAN 40164,68° 40' N,,68.666667,,incomplete pair
415942,CAN 39986,68° 55' N,,68.916667,,incomplete pair
416110,CAN 39996,65° 30' N,,65.5,,incomplete pair
416147,CAN 40052,,104° 0' ,,-104.0,incomplete pair
416589,CAN 301893,70° N,,70.0,,incomplete pair
417379,CAN 582552,"80° 20' 75"" N","71° 20' 59"" W",80.354167,-71.349722,seconds too large
417389,CAN 582550,"80° 20' 75"" N","71° 20' 59"" W",80.354167,-71.349722,seconds too large
417391,CAN 582544,"79° 25' 94"" N","75° 37' 86"" W",79.442778,-75.640556,seconds too large
417393,CAN 582545,"79° 25' 94"" N","75° 37' 86"" W",79.442778,-75.640556,seconds too large
417533,CAN 513134,69° 15' N,,69.25,,incomplete pair
417796,CAN 87776,68° 40' N,,68.666667,,incomplete pair
417916,CAN 87777,68° 40' N,,68.666667,,incomplete pair
417921,CAN 87779,65° 20' N,,65.333333,,incomplete pair
418043,CAN 416248,52° 57' N,122° 84' W,52.95,-123.4,minutes too large
418181,CAN 52307,63° N,,63.0,,incomplete pair
419443,CANL 25279,91° 45' N,79° 25' W,91.75,-79.416667,"off Earth or 0,0"
420297,Coats I. (NU)-generic,62° 30' N,8300--W ,62.5,,degrees impossible
420328,CANL 25280,91° 45' N,79° 25' W,91.75,-79.416667,"off Earth or 0,0"
420430,CAN 364156,67° 68' N,135° 0' W,68.133333,-135.0,minutes too large
421419,CAN 364506,54° 11' N,121° 73' W,54.183333,-122.216667,minutes too large
421748,CAN 72339,53° 85' N,122° 42' W,54.416667,-122.7,minutes too large
421919,CAN 70593,60° N,,60.0,,incomplete pair
422380,AHC&al. 1957-09-29 021135,"43° 14' 63"" N","75° 53' 52"" W",43.250833,-75.897778,seconds too large
422439,CAN 29893,68° 40' N,,68.666667,,incomplete pair
422683,FWG&GFG 1957-09-08 059591,"39° 36' 12"" N","77° 17' 60"" W",39.603333,-77.3,seconds too large
422735,CAN 581901,"79° 52' 91"" N","71° 32' 83"" W",79.891944,-71.556389,seconds too large
422786,CAN 479370,61° 94' N,123° 46' W,62.566667,-123.766667,minutes too large
423134,CAN 36248,63° N,,63.0,,incomplete pair
423138,CAN 36252,63° N,,63.0,,incomplete pair
423261,CMNFI 1968-1224,61° 24' N,94° 98' W,61.4,-95.633333,minutes too large
423441,CAN 234258,83° N,,83.0,,incomplete pair
423446,CAN 234259,83° N,,83.0,,incomplete pair
423834,CMNML 039008,"41° 48' 42"" N","70° 34' 72"" W",41.811667,-70.586667,seconds too large
424516,CMNAR 33841,"44° 52' 82"" N","75° 33' 0"" W",44.889444,-75.55,seconds too large
424665,CAN 20719,68° 40' N,,68.666667,,incomplete pair
425134,CAN 267499,79° 23' N,9054--W ,79.383333,,degrees impossible
425564,CAN 570863,65° 71' N,126° 40' W,66.183333,-126.666667,minutes too large
425576,CAN 35014,65° 30' N,,65.5,,incomplete pair
425644,CAN 513867,63° 57' N,,63.95,,incomplete pair
425698,CAN 219825,,102° 33' ,,-102.55,incomplete pair
425842,CAN 582403,"66° 35' 31"" N","971° 30' 51"" W",66.591944,-971.514167,"off Earth or 0,0"
425847,CAN 582400,"66° 35' 31"" N","971° 30' 51"" W",66.591944,-971.514167,"off Earth or 0,0"
426152,P189501,"42° 31' 0"" N","81° 64' 0"" W",42.516667,-82.066667,minutes too large
426154,HDM 1960-05-24 069457,"38° 35' 60"" N","95° 13' 58"" W",38.6,-95.232778,seconds too large
