ID Number,OtherNumber,Type
CAN 573973,10162a,collector no./field no.
CAN 573976,97,collector no./field no.
CAN 57412,119348,old CMN catalogue number format
CAN 574867,17198,collector no./field no.
CAN 574868,17270,collector no./field no.
CAN 57617,12927,collector no./field no.
CAN 57618,12927a,collector no./field no.
CAN 576634,,
CAN 576641,,
CAN 576642,73,collector no./field no.
CAN 576851,s.n.,collector no./field no.
CAN 577433,42,collector no./field no.
CAN 582,11.696,collector no./field no.
CAN 582974,281,collector no./field no.
CAN 583,9599,collector no./field no.
CAN 583039,RE 2210/99,collector no./field no.
CAN 583040,RE 2200/99,collector no./field no.
CAN 583044,RE 2201/99,collector no./field no.
CAN 583045,RE 2129/99,collector no./field no.
CAN 583047,RE 2057/99,collector no./field no.
CAN 583054,RE 2024/99,collector no./field no.
CAN 583095,RE 2246/99,collector no./field no.
CAN 583096,RE 2066/99,collector no./field no.
CAN 583097,RE 2240/99,collector no./field no.
CAN 583118,RE 2031/99,collector no./field no.
CAN 583119,RE 2028/99,collector no./field no.
CAN 583120,RE 2103/99,collector no./field no.
CAN 583141,RE 2242/99,collector no./field no.
CAN 583165,RE 2065/99,collector no./field no.
CAN 583167,RE 2173/99,collector no./field no.
CAN 583168,RE 2070/99,collector no./field no.
CAN 583171,RE 2193/99,collector no./field no.
CAN 583172,RE 2131/99,collector no./field no.
CAN 583179,RE 2117/99,collector no./field no.
CAN 583180,RE 2157/99,collector no./field no.
CAN 583181,RE 2160/9,collector no./field no.
CAN 583182,RE 2038/9,collector no./field no.
CAN 583183,RE 2227/99,collector no./field no.
CAN 583184,RE 2263/9,collector no./field no.
CAN 583185,RE 2262/99,collector no./field no.
CAN 583200,RE 2229/99,collector no./field no.
CAN 583202,RE 2194/99,collector no./field no.
CAN 583225,RE 2171/99,collector no./field no.
CAN 583226,RE 2170/99,collector no./field no.
CAN 583242,RE 2040/99,collector no./field no.
CAN 583243,RE 2164/99,collector no./field no.
CAN 583252,RE 2245/99,collector no./field no.
CAN 583261,RE 2104/99,collector no./field no.
CAN 583262,RE 2082/99,collector no./field no.
CAN 583263,RE 2129/99,collector no./field no.
CAN 583278,RE 2231/99,collector no./field no.
CAN 583279,RE 2230/99,collector no./field no.
CAN 583284,RE 2115/99,collector no./field no.
CAN 583285,RE 2113/99,collector no./field no.
CAN 583286,RE 2219/99,collector no./field no.
CAN 583289,RE 2148/99,collector no./field no.
CAN 583290,RE 2276/99,collector no./field no.
CAN 583299,RE 2178/99,collector no./field no.
CAN 583329,RE 2212/99,collector no./field no.
CAN 58333,58335,old CMN catalogue number format
CAN 583330,RE 2207/99,collector no./field no.
CAN 583339,RE 2058/99,collector no./field no.
CAN 583345,RE 2061/99,collector no./field no.
CAN 583359,RE 2177/99,collector no./field no.
CAN 583360,RE 2043/99,collector no./field no.
CAN 583363,RE 2176/99,collector no./field no.
CAN 583370,RE 2213/99,collector no./field no.
CAN 583386,RE 2232/99,collector no./field no.
CAN 583387,RE 2114/99,collector no./field no.
CAN 583388,RE 2105/99,collector no./field no.
CAN 583405,RE 2102/99,collector no./field no.
CAN 583406,RE 2068/99,collector no./field no.
CAN 583407,RE 2063/99,collector no./field no.
CAN 583425,RE 2122/99,collector no./field no.
CAN 583426,RE 2146/99,collector no./field no.
CAN 583427,RE 2152/99,collector no./field no.
CAN 583428,RE 2096/99,collector no./field no.
CAN 583429,RE 2205/99,collector no./field no.
CAN 583430,RE 2241/99,collector no./field no.
CAN 583445,RE 2145/99,collector no./field no.
CAN 583446,RE 2110/99,collector no./field no.
CAN 583447,RE 2168/99,collector no./field no.
CAN 583448,RE 2039/99,collector no./field no.
CAN 583449,RE 2087/99,collector no./field no.
CAN 583450,RE 2244/99,collector no./field no.
CAN 583451,RE 2154/99,collector no./field no.
CAN 583453,RE 2718/99,collector no./field no.
CAN 583460,RE 2074/99,collector no./field no.
CAN 583472,RE 2203/99,collector no./field no.
CAN 583485,RE 2051/99,collector no./field no.
CAN 583486,RE 2083/99,collector no./field no.
CAN 583499,RE 2254/99,collector no./field no.
CAN 583506,RE 2035/99,collector no./field no.
CAN 583507,RE 2036/99,collector no./field no.
CAN 583510,RE 2180/99,collector no./field no.
CAN 583511,RE 2085/99,collector no./field no.
CAN 583517,RE 2233/99,collector no./field no.
CAN 583529,RE 2209/99,collector no./field no.
CAN 583534,RE 2261/99,collector no./field no.
CAN 583539,RE 2220/99,collector no./field no.
CAN 583541,RE 2072/99,collector no./field no.
CAN 583546,RE 2222/99,collector no./field no.
CAN 583553,RE 2132/99,collector no./field no.
CAN 583554,RE 2030/99,collector no./field no.
CAN 583576,RE 2049/99,collector no./field no.
CAN 583577,RE 2228/9,collector no./field no.
CAN 583580,RE 2252/99,collector no./field no.
CAN 583599,RE 2054/99,collector no./field no.
CAN 583600,RE 2133/99,collector no./field no.
CAN 583613,RE 2250/99,collector no./field no.
CAN 583614,RE 2124/99,collector no./field no.
CAN 583633,RE 2172/99,collector no./field no.
CAN 583638,RE 2156/99,collector no./field no.
CAN 583640,RE 2166/99,collector no./field no.
CAN 583647,RE 2162/99,collector no./field no.
CAN 583648,RE 2140/99,collector no./field no.
CAN 583661,RE 2080/99,collector no./field no.
CAN 583673,RE 2197/99,collector no./field no.
CAN 583674,RE 2268/99,collector no./field no.
CAN 583675,RE 2270/99,collector no./field no.
CAN 583676,RE 2271/99,collector no./field no.
CAN 583680,RE 2019/99,collector no./field no.
CAN 583681,RE 2204/99,collector no./field no.
CAN 583682,RE 2041/99,collector no./field no.
CAN 583684,RE 2192/99,collector no./field no.
CAN 583685,RE 2047/99,collector no./field no.
CAN 583686,RE 2234/99,collector no./field no.
CAN 583690,RE 2135/99,collector no./field no.
CAN 583691,RE 2045/99,collector no./field no.
CAN 583698,RE 2046/99,collector no./field no.
CAN 583715,RE 2090/99,collector no./field no.
CAN 583751,RE 2226/99,collector no./field no.
CAN 583793,RE 2023/99,collector no./field no.
CAN 583812,RE 2158/99,collector no./field no.
CAN 583814,RE 2153/99,collector no./field no.
CAN 583817,RE 2033/99,collector no./field no.
CAN 583828,RE 2208/99,collector no./field no.
CAN 583831,RE 2136/99,collector no./field no.
CAN 583840,RE 2050/99,collector no./field no.
CAN 583841,RE 2236/99,collector no./field no.
CAN 583842,RE 2174/99,collector no./field no.
CAN 583843,RE 2149/99,collector no./field no.
CAN 583854,RE 2120/99,collector no./field no.
CAN 583855,RE 2044/99,collector no./field no.
CAN 583858,RE 2243/99,collector no./field no.
CAN 583859,RE 2078/99,collector no./field no.
CAN 583862,RE 2235/99,collector no./field no.
CAN 583870,RE 2101/99,collector no./field no.
CAN 583872,RE 2048/9,collector no./field no.
CAN 583873,RE 2034/99,collector no./field no.
CAN 583874,RE 2118/99,collector no./field no.
CAN 583877,RE 2100/99,collector no./field no.
CAN 583878,RE 2927/99,collector no./field no.
CAN 583879,RE 2091/99,collector no./field no.
CAN 583880,RE 2181/99,collector no./field no.
CAN 583885,RE 2196/99,collector no./field no.
CAN 583886,RE 2186/99,collector no./field no.
CAN 583889,RE 2206/99,collector no./field no.
CAN 583890,RE 2195/99,collector no./field no.
CAN 583898,RE 2119/99,collector no./field no.
CAN 583909,RE 2076/99,collector no./field no.
CAN 584,10.102,collector no./field no.
CAN 586,10272,collector no./field no.
CAN 58624,10504,collector no./field no.
CAN 58625,10504,collector no./field no.
CAN 58626,10897,collector no./field no.
CAN 58627,9394,collector no./field no.
CAN 58675,,
CAN 586848,354,collector no./field no.
CAN 587,195,collector no./field no.
CAN 587139,3632,collector no./field no.
CAN 587140,3630,collector no./field no.
CAN 587148,3564,collector no./field no.
CAN 587156,3592,collector no./field no.
CAN 587157,3591,collector no./field no.
CAN 587162,3586,collector no./field no.
CAN 587167,3564,collector no./field no.
CAN 587172,3560,collector no./field no.
CAN 587174,3631,collector no./field no.
CAN 587178,3565,collector no./field no.
CAN 587180,3590,collector no./field no.
CAN 587185,3578,collector no./field no.
CAN 587189,3580,collector no./field no.
CAN 587190,3579,
CAN 587543,05-0977,collector no./field no.
CAN 587544,05-1042,collector no./field no.
CAN 587553,05-0750,collector no./field no.
CAN 587554,05-0299,collector no./field no.
CAN 587555,05-0223,collector no./field no.
CAN 587556,05-0371,collector no./field no.
CAN 587557,05-0773a,collector no./field no.
CAN 587558,05-0052,collector no./field no.
CAN 587559,05-0130,collector no./field no.
CAN 587560,05-0704,collector no./field no.
CAN 587561,05-0469,collector no./field no.
CAN 587563,05-0656,collector no./field no.
CAN 587564,05-1184,collector no./field no.
CAN 587574,05-1009,collector no./field no.
CAN 587575b,05-0981b,collector no./field no.
CAN 587577,05-0432,collector no./field no.
CAN 587652,WM11965,collector no./field no.
CAN 587653,WM11248,collector no./field no.
CAN 587654,WM11254,collector no./field no.
CAN 587655,WM11253,collector no./field no.
CAN 587656,WM11252,collector no./field no.
CAN 587657,WM11257,collector no./field no.
CAN 587658,11245,collector no./field no.
CAN 587659,WM11788,collector no./field no.
CAN 587660,WM11774,collector no./field no.
CAN 587771,WM11964,collector no./field no.
CAN 587772,WM11967,collector no./field no.
CAN 587784,WM11186,collector no./field no.
CAN 587786,WM11186,collector no./field no.
CAN 587791,WM11883,collector no./field no.
CAN 587793,WM11881,collector no./field no.
CAN 587794,WM11922,collector no./field no.
CAN 587795,WM11921,collector no./field no.
CAN 587796,WM11927,collector no./field no.
CAN 587797,WM11914,collector no./field no.
CAN 587798,WM11915,collector no./field no.
CAN 587799,WM11968,collector no./field no.
CAN 587800,WM11970,collector no./field no.
CAN 587802,WM11980,collector no./field no.
CAN 587803,WM11977,collector no./field no.
CAN 587804,WM11822,collector no./field no.
CAN 587805,WM11971,collector no./field no.
CAN 587806,WM11953,collector no./field no.
CAN 587807,WM11961,collector no./field no.
CAN 587808,WM11963,collector no./field no.
CAN 587809,WM11937,collector no./field no.
CAN 587810,WM11936,collector no./field no.
CAN 587811,WM11935,collector no./field no.
CAN 587814,WM11973,collector no./field no.
CAN 58792,171,collector no./field no.
CAN 58793,608,collector no./field no.
CAN 58795,12930a,old CMN catalogue number format
CAN 588,127568,unknown source
CAN 588198,s.n.,collector no./field no.
CAN 588235,227,collector no./field no.
CAN 588242,14300a,previous catalogue
CAN 589,"78,296",old CMN catalogue number format
CAN 589125,s.n.,collector no./field no.
CAN 589127,88,collector no./field no.
CAN 589128,NPE-LDS-90,collector no./field no.
CAN 589130,05-1269,collector no./field no.
CAN 589131,NPE-LDS-84,collector no./field no.
CAN 589133,43,collector no./field no.
CAN 589144,03-0049,collector no./field no.
CAN 589145,03-0055,collector no./field no.
CAN 589150,03-0098,collector no./field no.
CAN 589173,06-540,collector no./field no.
CAN 589174,06-306,collector no./field no.
CAN 589199,06-312,collector no./field no.
CAN 589200,06-216,collector no./field no.
CAN 589206,06-392,collector no./field no.
CAN 589207,06-432,collector no./field no.
CAN 589209,06-374,collector no./field no.
CAN 589212,05-0452,collector no./field no.
CAN 589220,04-242,collector no./field no.
CAN 589222,06-232,collector no./field no.
CAN 589223,06-434,collector no./field no.
CAN 589224,06-096,collector no./field no.
CAN 589231,06-456,collector no./field no.
CAN 589232,,
CAN 589240,06-236,collector no./field no.
CAN 589245,06-065,collector no./field no.
CAN 589246,06-532,collector no./field no.
CAN 589250,05-1146,collector no./field no.
CAN 589256,06-191,collector no./field no.
CAN 589258,04-0185,collector no./field no.
CAN 589259,05-0450,collector no./field no.
CAN 589261,05-0074,collector no./field no.
CAN 589263,06-033,collector no./field no.
CAN 589264,06-342,collector no./field no.
CAN 589277,05-1047,collector no./field no.
CAN 589279,06-174,collector no./field no.
CAN 589280,06-145,collector no./field no.
CAN 589282,05-1290,collector no./field no.
CAN 589283,06-098,collector no./field no.
CAN 589288,06-341,collector no./field no.
CAN 589312,06-351,collector no./field no.
CAN 589313,05-0995,collector no./field no.
CAN 589317,05-0655,collector no./field no.
CAN 589318,05-0952,collector no./field no.
CAN 589320,06-257,collector no./field no.
CAN 589321,05-0770,collector no./field no.
CAN 589323,06-404,collector no./field no.
CAN 589325,05-0756,collector no./field no.
CAN 589328,04-0116,collector no./field no.
CAN 589329,04-0217,collector no./field no.
CAN 589333,04-0955,collector no./field no.
CAN 589337,05-0023,collector no./field no.
CAN 589338,05-1221,collector no./field no.
CAN 589340,06-320,collector no./field no.
CAN 589350,06-584,collector no./field no.
CAN 589351,05-1071,collector no./field no.
CAN 589352,06-385,collector no./field no.
CAN 589360,06-344,collector no./field no.
CAN 589361,05-0726,collector no./field no.
CAN 589364,05-0314,collector no./field no.
CAN 589365,05-0150,collector no./field no.
CAN 589368,06-529,collector no./field no.
CAN 589369,06-477,collector no./field no.
CAN 589371,06-421,collector no./field no.
CAN 589374,06-474,collector no./field no.
CAN 589376,05-0024,collector no./field no.
CAN 589381,06-176,collector no./field no.
CAN 589382,06-438,collector no./field no.
CAN 589393,06-572,collector no./field no.
CAN 589396,06-440,collector no./field no.
CAN 589397,06-528,collector no./field no.
CAN 589399,04-0662,collector no./field no.
CAN 589400,06-253,collector no./field no.
CAN 589401,06-567,collector no./field no.
CAN 589402,04-0638,collector no./field no.
CAN 589405,06-316,collector no./field no.
CAN 589406,06-358,collector no./field no.
CAN 589407,06-401,collector no./field no.
CAN 589408,04-0918,collector no./field no.
CAN 589409,05-1131,collector no./field no.
CAN 589410,04-1136,collector no./field no.
CAN 589414,07-298,collector no./field no.
CAN 589415,07-291,collector no./field no.
CAN 589416,07-292,collector no./field no.
CAN 589418,07-294,collector no./field no.
CAN 589427,07-194,collector no./field no.
CAN 589436,07-108,collector no./field no.
CAN 589443,07-072,collector no./field no.
CAN 589447,07-039,collector no./field no.
CAN 589456,07-018,collector no./field no.
CAN 589461,07-013,collector no./field no.
CAN 589666,06-462,collector no./field no.
CAN 589672,06-209,collector no./field no.
CAN 589681,06-127,collector no./field no.
CAN 589682,06-492,collector no./field no.
CAN 589683,06-246,collector no./field no.
CAN 589684,06-301,collector no./field no.
CAN 589685,06-161,collector no./field no.
CAN 589686,06-497,collector no./field no.
CAN 589688,06-249,collector no./field no.
CAN 589697,06-208,collector no./field no.
CAN 589698,06-412,collector no./field no.
CAN 589699,04-0066,collector no./field no.
CAN 589701,06-159,collector no./field no.
CAN 589840,07-344,collector no./field no.
CAN 589972,18635,collector no./field no.
CAN 590,"78,296",old CMN catalogue number format
CAN 590088,08-136,collector no./field no.
CAN 590089,08-089,collector no./field no.
CAN 590091,08-583,collector no./field no.
CAN 590093,08-334,collector no./field no.
CAN 590097,08-278,collector no./field no.
CAN 590099,08-391,collector no./field no.
CAN 590100,08-448,collector no./field no.
CAN 590102,08-400,collector no./field no.
CAN 590103,08-108,collector no./field no.
CAN 590105,08-503,collector no./field no.
CAN 590108,08-192,collector no./field no.
CAN 590110,08-197,collector no./field no.
CAN 590113,08-191,collector no./field no.
CAN 590115,08-167,collector no./field no.
CAN 590122,08-388,collector no./field no.
CAN 590123,08-464,collector no./field no.
CAN 590124,08-079,collector no./field no.
CAN 590125,08-496,collector no./field no.
CAN 590126,08-436,collector no./field no.
CAN 590127,08-346,collector no./field no.
CAN 590128,08-221,collector no./field no.
CAN 590129,08-367,collector no./field no.
CAN 590130,08-290,collector no./field no.
CAN 590131,08-402,collector no./field no.
CAN 590132,08-241,collector no./field no.
CAN 590133,08-135,collector no./field no.
CAN 590134,08-134,collector no./field no.
CAN 590135,08-214,collector no./field no.
CAN 590141,08-314,collector no./field no.
CAN 590143,08-295,collector no./field no.
CAN 590144,,
CAN 590146,08-494,collector no./field no.
CAN 590148,08-386,collector no./field no.
CAN 590149,08-440,collector no./field no.
CAN 590151,08-139,collector no./field no.
CAN 590152,08-378,collector no./field no.
CAN 590153,08-274,collector no./field no.
CAN 590154,08-337,collector no./field no.
CAN 590155,08-266,collector no./field no.
CAN 590157,08-451,collector no./field no.
CAN 590158,08-223,collector no./field no.
CAN 590163,,
CAN 590168,08-230,collector no./field no.
CAN 590169,08-399,collector no./field no.
CAN 590170,08-127,collector no./field no.
CAN 590172,08-101,collector no./field no.
CAN 590173,08-166,collector no./field no.
CAN 590174,08-240,
CAN 590175,08-301,collector no./field no.
CAN 590176,08-404,collector no./field no.
CAN 590177,08-398,collector no./field no.
CAN 590178,08-284,collector no./field no.
CAN 590179,08-125,collector no./field no.
CAN 590182,08-169,collector no./field no.
CAN 590196,08-472,collector no./field no.
CAN 590201,08-344,collector no./field no.
CAN 590206,08-141,collector no./field no.
CAN 590210,08-447,collector no./field no.
CAN 590211,08-286,collector no./field no.
CAN 590212,08-360,collector no./field no.
CAN 590213,08-460,collector no./field no.
CAN 590214,08-420,collector no./field no.
CAN 590215,08-353,collector no./field no.
CAN 590216,08-272,collector no./field no.
CAN 590217,08-262,collector no./field no.
CAN 590218,08-385,collector no./field no.
CAN 590219,08-341,collector no./field no.
CAN 590220,08-106,collector no./field no.
CAN 590226,08-252,collector no./field no.
CAN 590227,08-374,collector no./field no.
CAN 590233,08-096,collector no./field no.
CAN 590235,08-444,collector no./field no.
CAN 590238,08-375,collector no./field no.
CAN 590247,08-186,collector no./field no.
CAN 590249,08-281,collector no./field no.
CAN 590256,08-084,collector no./field no.
CAN 590259,08-196,collector no./field no.
CAN 590261,08-248,collector no./field no.
CAN 590262,08-413,collector no./field no.
CAN 590267,08-075,collector no./field no.
CAN 590269,08-239,collector no./field no.
CAN 590270,08-215,collector no./field no.
CAN 590271,08-104,collector no./field no.
CAN 590273,08-372,collector no./field no.
CAN 590274,08-174,collector no./field no.
CAN 590678,18640,collector no./field no.
CAN 590680,18625,collector no./field no.
CAN 590700,18497,collector no./field no.
CAN 590701,18494,collector no./field no.
CAN 590702,18483,collector no./field no.
CAN 590710,18552,collector no./field no.
CAN 590712,18514,collector no./field no.
CAN 590715,18548,collector no./field no.
CAN 590716,18471,collector no./field no.
CAN 590739,18597,collector no./field no.
CAN 590740,18608,collector no./field no.
CAN 590742,18653,collector no./field no.
CAN 590743,18517,collector no./field no.
CAN 590748,18610,collector no./field no.
CAN 590749,18651,collector no./field no.
CAN 590759,18473,collector no./field no.
CAN 590760,18485,collector no./field no.
CAN 590784,18492,collector no./field no.
CAN 590786,18535,collector no./field no.
CAN 590789,18515,collector no./field no.
CAN 590796,18609,collector no./field no.
CAN 590797,18652,collector no./field no.
CAN 590804,18545,collector no./field no.
CAN 590805,18547,collector no./field no.
CAN 590806,18555,collector no./field no.
CAN 590807,18533,collector no./field no.
CAN 590808,18537,collector no./field no.
CAN 590809,18519,collector no./field no.
CAN 590810,18526,collector no./field no.
CAN 590811,18509,collector no./field no.
CAN 590814,18498,collector no./field no.
CAN 590815,18490,collector no./field no.
CAN 590829,18474,collector no./field no.
CAN 590830,18480,collector no./field no.
CAN 590831,18482,collector no./field no.
CAN 590836,18521,collector no./field no.
CAN 590837,18524,collector no./field no.
CAN 590839,18488,collector no./field no.
CAN 590840,18527,collector no./field no.
CAN 590843,18624,collector no./field no.
CAN 590844,18637,collector no./field no.
CAN 590858,18605,collector no./field no.
CAN 590862,18620,collector no./field no.
CAN 590863,18631,collector no./field no.
CAN 590866,18518,collector no./field no.
CAN 590870,18636,collector no./field no.
CAN 590871,18648,collector no./field no.
CAN 590872,18656,collector no./field no.
CAN 590874,18486,collector no./field no.
CAN 590875,18530,collector no./field no.
CAN 590877,18513,collector no./field no.
CAN 590878,18489,collector no./field no.
CAN 590884,18475,collector no./field no.
CAN 590892,18598,collector no./field no.
CAN 590893,18638,collector no./field no.
CAN 590894,18639,collector no./field no.
CAN 590900,18593,collector no./field no.
CAN 590901,18479,collector no./field no.
CAN 590904,18600,collector no./field no.
CAN 590905,18599,collector no./field no.
CAN 590906,18634,collector no./field no.
CAN 590907,18601,collector no./field no.
CAN 590908,18602,collector no./field no.
CAN 590909,18628,collector no./field no.
CAN 590910,18603,collector no./field no.
CAN 590914,18627,collector no./field no.
CAN 590921,18493,collector no./field no.
CAN 590922,18543,collector no./field no.
CAN 590927,18595,collector no./field no.
CAN 590928,18604,collector no./field no.
CAN 590929,18606,collector no./field no.
CAN 590930,18613,collector no./field no.
CAN 590931,18615,collector no./field no.
CAN 590932,18616,collector no./field no.
CAN 590933,18618,collector no./field no.
CAN 590934,18630,collector no./field no.
CAN 590935,18649,collector no./field no.
CAN 590936,18655,collector no./field no.
CAN 590962,18550,collector no./field no.
CAN 590963,18553,collector no./field no.
CAN 590964,18554,collector no./field no.
CAN 590976,18511,collector no./field no.
CAN 590977,18528,collector no./field no.
CAN 590978,18540,collector no./field no.
CAN 590987,18476,collector no./field no.
CAN 590989,18484,collector no./field no.
CAN 590990,18480a,collector no./field no.
CAN 590991,18534,collector no./field no.
CAN 591,"78,297",collector no./field no.
CAN 591000,18657,collector no./field no.
CAN 591001,18646,collector no./field no.
CAN 591002,18647,collector no./field no.
CAN 591003,18621,collector no./field no.
CAN 591004,18619,collector no./field no.
CAN 591005,18612,collector no./field no.
CAN 591006,18611,collector no./field no.
CAN 591007,18614,collector no./field no.
CAN 591008,18654,collector no./field no.
CAN 591009,18650,collector no./field no.
CAN 591010,18629,collector no./field no.
CAN 591011,18658,collector no./field no.
CAN 591012,18623,collector no./field no.
CAN 591015,18596,collector no./field no.
CAN 591018,18617,collector no./field no.
CAN 591019,18622,collector no./field no.
CAN 591020,18626,collector no./field no.
CAN 591021,18546,collector no./field no.
CAN 591023,18523,collector no./field no.
CAN 591024,18520,collector no./field no.
CAN 591025,18516,collector no./field no.
CAN 591026,18510,collector no./field no.
CAN 591030,18551,collector no./field no.
CAN 591031,18525,collector no./field no.
CAN 591032,18544,collector no./field no.
CAN 591033,18542,collector no./field no.
CAN 591034,18539,collector no./field no.
CAN 591035,18538,collector no./field no.
CAN 591036,18536,collector no./field no.
CAN 591037,18529,collector no./field no.
CAN 591040,18532,collector no./field no.
CAN 591050,18477a,collector no./field no.
CAN 591051,18481,collector no./field no.
CAN 591052,18487,collector no./field no.
CAN 591053,18491,collector no./field no.
CAN 591054,18495,collector no./field no.
CAN 591055,18496,collector no./field no.
CAN 591057,18512,collector no./field no.
CAN 591058,18522,collector no./field no.
CAN 591060,18556,collector no./field no.
CAN 591062,18531,collector no./field no.
CAN 591063,18541,collector no./field no.
CAN 591066,18549,collector no./field no.
CAN 591069,18607,collector no./field no.
CAN 591070,18633,collector no./field no.
CAN 591092,18472,collector no./field no.
CAN 591095,18478,collector no./field no.
CAN 592,2,collector no./field no.
CAN 592028,08-312,collector no./field no.
CAN 592029,08-270,collector no./field no.
CAN 592030,08-269,collector no./field no.
CAN 592031,08-222,collector no./field no.
CAN 592033,08-421,collector no./field no.
CAN 592036,08-319,collector no./field no.
CAN 592040,08-379,collector no./field no.
CAN 592044,08-236,collector no./field no.
CAN 592120,05-0446,collector no./field no.
CAN 592161,BOLD Guest_sn_CAN592161,Barcode of Life Data Systems (BOLD) Sample ID
CAN 593,73,collector no./field no.
CAN 59322,10208,collector no./field no.
CAN 594,1098,collector no./field no.
CAN 59414,85872,old CMN catalogue number format
CAN 59421,247,collector no./field no.
CAN 59422,97859,collector no./field no.
CAN 59423,7179,collector no./field no.
CAN 59424,7138,collector no./field no.
CAN 59441,1464,collector no./field no.
CAN 59448,s.n.,
CAN 59449,s.n.,
CAN 59453,9327,collector no./field no.
CAN 59454,238,collector no./field no.
CAN 59455,248,collector no./field no.
CAN 59460,91890,old CMN catalogue number format
CAN 595,33,collector no./field no.
CAN 596,151,collector no./field no.
CAN 59630,10169,collector no./field no.
CAN 59631,11930,collector no./field no.
CAN 59632,12932,old CMN catalogue number format
CAN 59633,23,collector no./field no.
CAN 59634,210,collector no./field no.
CAN 59635,81190,old CMN catalogue number format
CAN 59636,10098,collector no./field no.
CAN 596954,5997-0,collector no./field no.
CAN 596960,6005a-0,collector no./field no.
CAN 596965,5999-0,collector no./field no.
CAN 596977,6002-2,collector no./field no.
CAN 597,9237,collector no./field no.
CAN 597051,6331,collector no./field no.
CAN 597060,5995,collector no./field no.
CAN 59738,11503,collector no./field no.
CAN 59739,11914,collector no./field no.
CAN 59740,11904,collector no./field no.
CAN 59741,58374,old CMN catalogue number format
CAN 597553,s.n.,collector no./field no.
CAN 59946,7144,collector no./field no.
CAN 59947,,
CAN 59948,14257,old CMN catalogue number format
CAN 600540,10-588,collector no./field no.
CAN 600541,10-596,collector no./field no.
CAN 600563,09-010,collector no./field no.
CAN 600570,10-590,collector no./field no.
CAN 600571,10-589,collector no./field no.
CAN 602174,13934,collector no./field no.
CAN 602832,121,collector no./field no.
CAN 603620,188,collector no./field no.
CAN 603621,197,collector no./field no.
CAN 603622,192,collector no./field no.
CAN 603623,191,collector no./field no.
CAN 603624,211,collector no./field no.
CAN 603625,212,collector no./field no.
CAN 603626,213,collector no./field no.
CAN 603627,198,collector no./field no.
CAN 603628,201,collector no./field no.
CAN 603629,204,collector no./field no.
CAN 603630,182,collector no./field no.
CAN 603631,229,collector no./field no.
CAN 603632,223,collector no./field no.
CAN 603633,225,collector no./field no.
CAN 603634,227,collector no./field no.
CAN 603635,226,collector no./field no.
CAN 603636,221,collector no./field no.
CAN 603637,228,collector no./field no.
CAN 603638,215,collector no./field no.
CAN 603639,219,collector no./field no.
CAN 603640,178,collector no./field no.
CAN 603641,56,collector no./field no.
CAN 603642,186,collector no./field no.
CAN 603643,184,collector no./field no.
CAN 603644,52,collector no./field no.
CAN 603645,51,collector no./field no.
CAN 603646,187,collector no./field no.
CAN 603647,230,collector no./field no.
CAN 603648,62,collector no./field no.
CAN 603649,63,collector no./field no.
CAN 603652,163,collector no./field no.
CAN 603654,171,collector no./field no.
CAN 603655,173,collector no./field no.
CAN 603656,172,collector no./field no.
CAN 603657,177,collector no./field no.
CAN 603658,180,collector no./field no.
CAN 603659,160,collector no./field no.
CAN 603660,165,collector no./field no.
CAN 603661,21,collector no./field no.
CAN 603662,13,collector no./field no.
CAN 603663,168,collector no./field no.
CAN 603664,143,collector no./field no.
CAN 603665,19,collector no./field no.
CAN 603666,9,collector no./field no.
CAN 603668,7,collector no./field no.
CAN 603669,6,collector no./field no.
CAN 603670,48,collector no./field no.
CAN 603671,44,collector no./field no.
CAN 603672,40,collector no./field no.
CAN 603673,22,collector no./field no.
CAN 603674,32,collector no./field no.
CAN 603675,33,collector no./field no.
CAN 603676,1,collector no./field no.
CAN 603677,41,collector no./field no.
CAN 603679,47,collector no./field no.
CAN 603680,39,collector no./field no.
CAN 603681,49,collector no./field no.
CAN 603682,37,collector no./field no.
CAN 603683,2,collector no./field no.
CAN 603684,5,collector no./field no.
CAN 603685,118,collector no./field no.
CAN 603686,127,collector no./field no.
CAN 603687,117,collector no./field no.
CAN 603688,116,collector no./field no.
CAN 603689,122,collector no./field no.
CAN 603690,141,collector no./field no.
CAN 603691,138,collector no./field no.
CAN 603692,142,collector no./field no.
CAN 603693,135,collector no./field no.
CAN 603694,110,collector no./field no.
CAN 603695,111,collector no./field no.
CAN 603696,112,collector no./field no.
CAN 603697,114,collector no./field no.
CAN 603698,115,collector no./field no.
CAN 603699,20,collector no./field no.
CAN 603700,67,collector no./field no.
CAN 603701,69,collector no./field no.
CAN 603702,66,collector no./field no.
CAN 603703,157,collector no./field no.
CAN 603704,148,collector no./field no.
CAN 603705,155,collector no./field no.
CAN 603706,149,collector no./field no.
CAN 603707,156,collector no./field no.
CAN 603708,151,collector no./field no.
CAN 603709,154,collector no./field no.
CAN 603710,81,collector no./field no.
CAN 603712,83,collector no./field no.
CAN 603713,79,collector no./field no.
CAN 603714,70,collector no./field no.
CAN 603715,75,collector no./field no.
CAN 603716,71,collector no./field no.
CAN 603717,74,collector no./field no.
CAN 603719,72,collector no./field no.
CAN 603720,103,collector no./field no.
CAN 603721,101,collector no./field no.
CAN 603722,100,collector no./field no.
CAN 603723,99,collector no./field no.
CAN 603724,106,collector no./field no.
CAN 603726,98,collector no./field no.
CAN 603728,91,collector no./field no.
