speckey,scientific_name,authority,rank,hierarchy,total,CA-US_total,CA-US_breakdown
1168898,Anas acuta × platyrhynchos,,hybrid,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Anas,2,0,
1177491,Anas smithii,"(Hartert, 1891)",species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Anas,6,0,
1150409,Chen caerulescens,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anserinae; Anser; Chen,430,391,"{:nil=>295, :B=>6, :E=>17, :S=>47, :T=>18, :Z=>8}"
1150411,Chen canagica,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anserinae; Anser; Chen,12,9,"{:nil=>5, :B=>0, :E=>1, :S=>1, :T=>2, :Z=>0}"
1150413,Chen rossii,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anserinae; Anser; Chen,67,55,"{:nil=>39, :B=>1, :E=>2, :S=>7, :T=>2, :Z=>4}"
1167463,Anser anser × Branta canadensis,,hybrid,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anserinae; Anser × Branta,1,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1150418,Branta bernicla,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anserinae; Branta,125,119,"{:nil=>98, :B=>1, :E=>11, :S=>7, :T=>1, :Z=>1}"
1150419,Branta bernicla hrota,,subspecies,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anserinae; Branta; Branta bernicla,20,11,"{:nil=>11, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1150420,Branta bernicla nigricans,,subspecies,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anserinae; Branta; Branta bernicla,28,27,"{:nil=>25, :B=>1, :E=>0, :S=>1, :T=>0, :Z=>0}"
1150421,Branta canadensis,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anserinae; Branta,481,427,"{:nil=>363, :B=>2, :E=>13, :S=>38, :T=>11, :Z=>0}"
1150475,Branta canadensis parvipes,,subspecies,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anserinae; Branta; Branta canadensis,1,0,
1167470,Nettapus auritus,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Nettapus,3,0,
1150436,Biziura lobata,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Oxyurinae; Biziura,1,0,
1150438,Heteronetta atricapilla,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Oxyurinae; Heteronetta,2,0,
1150440,Nomonyx dominicus,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Oxyurinae; Nomonyx,1,0,
1150442,Oxyura jamaicensis,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Oxyurinae; Oxyura,68,63,"{:nil=>41, :B=>3, :E=>5, :S=>4, :T=>10, :Z=>0}"
1167479,Oxyura leucocephala,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Oxyurinae; Oxyura,1,0,
1177492,Anas capensis,"J. F. Gmelin, 1789",species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Anas,21,0,
1195742,Anas erythrorhyncha,"Gmelin, 1789",species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Anas,3,0,
1150366,Aythya affinis,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Aythya,164,153,"{:nil=>116, :B=>1, :E=>10, :S=>19, :T=>6, :Z=>1}"
1150367,Aythya americana,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Aythya,82,77,"{:nil=>50, :B=>3, :E=>5, :S=>10, :T=>9, :Z=>0}"
1150368,Aythya collaris,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Aythya,101,92,"{:nil=>73, :B=>2, :E=>2, :S=>9, :T=>6, :Z=>0}"
1150369,Aythya collaris × affinis,,hybrid,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Aythya,1,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1150370,Aythya ferina,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Aythya,3,0,
1150371,Aythya fuligula,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Aythya,6,2,"{:nil=>0, :B=>0, :E=>0, :S=>0, :T=>2, :Z=>0}"
1150372,Aythya marila,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Aythya,109,104,"{:nil=>84, :B=>3, :E=>1, :S=>12, :T=>4, :Z=>0}"
1150373,Aythya valisineria,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Aythya,71,68,"{:nil=>48, :B=>2, :E=>4, :S=>9, :T=>5, :Z=>0}"
1152446,Aptenodytes forsteri,,species,Animalia; Chordata; Vertebrata; Aves; Sphenisciformes; Spheniscidae; Aptenodytes,5,0,
1152448,Pygoscelis adeliae,,species,Animalia; Chordata; Vertebrata; Aves; Sphenisciformes; Spheniscidae; Pygoscelis,4,0,
1152449,Pygoscelis antarcticus,,species,Animalia; Chordata; Vertebrata; Aves; Sphenisciformes; Spheniscidae; Pygoscelis,1,0,
1152451,Spheniscus magellanicus,,species,Animalia; Chordata; Vertebrata; Aves; Sphenisciformes; Spheniscidae; Spheniscus,1,0,
1167480,Spheniscus demersus,,species,Animalia; Chordata; Vertebrata; Aves; Sphenisciformes; Spheniscidae; Spheniscus,1,0,
1152342,Diomedea exulans,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Diomedeidae; Diomedea,3,0,
1123836,Phoebastria albatrus,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Diomedeidae; Phoebastria,1,0,
1123838,Phoebastria immutabilis,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Diomedeidae; Phoebastria,15,0,
1152344,Phoebastria nigripes,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Diomedeidae; Phoebastria,24,10,"{:nil=>9, :B=>0, :E=>0, :S=>0, :T=>1, :Z=>0}"
1152346,Phoebetria palpebrata,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Diomedeidae; Phoebetria,1,0,
1150394,Mergus serrator,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Mergus,189,181,"{:nil=>144, :B=>3, :E=>10, :S=>14, :T=>3, :Z=>7}"
1150396,Netta rufina,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Netta,3,0,
1177502,Netta erythrophthalma,"(Wied, 1832)",species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Netta,9,0,
1150398,Polysticta stelleri,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Polysticta,17,17,"{:nil=>14, :B=>1, :E=>0, :S=>0, :T=>2, :Z=>0}"
1150400,Somateria fischeri,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Somateria,16,15,"{:nil=>15, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1150401,Somateria mollissima,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Somateria,537,500,"{:nil=>355, :B=>4, :E=>71, :S=>61, :T=>7, :Z=>2}"
1150402,Somateria mollissima dresseri,,subspecies,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Somateria; Somateria mollissima,2,2,"{:nil=>0, :B=>0, :E=>0, :S=>2, :T=>0, :Z=>0}"
1150403,Somateria spectabilis,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Somateria,329,317,"{:nil=>285, :B=>4, :E=>13, :S=>11, :T=>3, :Z=>1}"
1150345,Aix sponsa,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Aix,95,86,"{:nil=>55, :B=>2, :E=>4, :S=>17, :T=>8, :Z=>0}"
1167474,Aix galericulata,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Aix,2,0,
1150347,Amazonetta brasiliensis,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Amazonetta,2,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1150349,Anas acuta,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Anas,229,218,"{:nil=>167, :B=>3, :E=>11, :S=>30, :T=>7, :Z=>0}"
1150350,Anas americana,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Anas,142,134,"{:nil=>97, :B=>1, :E=>6, :S=>25, :T=>5, :Z=>0}"
1150351,Anas clypeata,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Anas,118,113,"{:nil=>84, :B=>4, :E=>9, :S=>10, :T=>6, :Z=>0}"
1150352,Anas crecca,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Anas,242,230,"{:nil=>175, :B=>2, :E=>5, :S=>41, :T=>7, :Z=>0}"
1150353,Anas cyanoptera,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Anas,23,23,"{:nil=>15, :B=>2, :E=>2, :S=>0, :T=>4, :Z=>0}"
1150354,Anas discors,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Anas,167,161,"{:nil=>108, :B=>4, :E=>5, :S=>36, :T=>7, :Z=>1}"
1150355,Anas formosa,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Anas,1,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1150356,Anas penelope,,species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Anatinae; Anas,13,10,"{:nil=>7, :B=>1, :E=>0, :S=>0, :T=>2, :Z=>0}"
1152363,Macronectes giganteus,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Macronectes,2,0,
1152365,Pachyptila desolata,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Pachyptila,3,0,
1152367,Pagodroma nivea,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Pagodroma,4,0,
1123847,Pterodroma hasitata,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Pterodroma,2,1,"{:nil=>0, :B=>0, :E=>0, :S=>1, :T=>0, :Z=>0}"
1152369,Pterodroma externa,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Pterodroma,1,0,
1152372,Puffinus baroli,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Puffinus,1,0,
1152378,Puffinus lherminieri,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Puffinus,1,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152379,Puffinus opisthomelas,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Puffinus,13,12,"{:nil=>12, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152381,Puffinus puffinus,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Puffinus,5,4,"{:nil=>2, :B=>0, :E=>0, :S=>2, :T=>0, :Z=>0}"
1195756,Plectropterus gambensis,"(Linnaeus, 1766)",species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anatidae; Plectropterinae; Plectropterus,2,0,
1164182,Gastornis gigantea,"Cope, 1876",species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Gastornithidae; Gastornis,1,0,
1195802,Anseranas semipalmata,"(Latham, 1798)",species,Animalia; Chordata; Vertebrata; Aves; Anseriformes; Anseranatidae; Anseranas,2,0,
1152338,Tachybaptus dominicus,,species,Animalia; Chordata; Vertebrata; Aves; Podicipediformes; Podicipedidae; Tachybaptus,5,1,"{:nil=>0, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1152340,Tachybaptus ruficollis,,species,Animalia; Chordata; Vertebrata; Aves; Podicipediformes; Podicipedidae; Tachybaptus,7,0,
1152339,Podilymbus podiceps,,species,Animalia; Chordata; Vertebrata; Aves; Podicipediformes; Podicipedidae; Podilymbus,113,108,"{:nil=>85, :B=>3, :E=>6, :S=>9, :T=>4, :Z=>1}"
502728,Podiceps poliocephalus,,species,Animalia; Chordata; Vertebrata; Aves; Podicipediformes; Podicipedidae; Podiceps,1,0,
502729,Podiceps grisegena,,species,Animalia; Chordata; Vertebrata; Aves; Podicipediformes; Podicipedidae; Podiceps,113,99,"{:nil=>75, :B=>4, :E=>6, :S=>10, :T=>4, :Z=>0}"
502730,Podiceps cristatus,,species,Animalia; Chordata; Vertebrata; Aves; Podicipediformes; Podicipedidae; Podiceps,3,0,
1152384,Thalassoica antarctica,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Thalassoica,5,0,
1152357,Bulweria bulwerii,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Bulweria,1,0,
1167481,Halobaena caerulea,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Halobaena,1,0,
1167484,Pelecanoides urinatrix,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Pelecanoididae; Pelecanoides,1,0,
1123882,Pelagodroma marina,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Hydrobatidae; Pelagodroma,2,0,
1152348,Hydrobates pelagicus,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Hydrobatidae; Hydrobates,4,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152350,Oceanites oceanicus,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Hydrobatidae; Oceanites,13,10,"{:nil=>10, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1167485,Oceanites gracilis,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Hydrobatidae; Oceanites,4,0,
1123890,Oceanodroma tethys,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Hydrobatidae; Oceanodroma,2,0,
1123891,Oceanodroma melania,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Hydrobatidae; Oceanodroma,1,0,
1123862,Calonectris diomedea,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Calonectris,1,0,
1152373,Ardenna bulleri,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Ardenna,1,0,
1152374,Ardenna carneipes,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Ardenna,1,0,
1152375,Ardenna creatopus,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Ardenna,12,12,"{:nil=>12, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152376,Ardenna gravis,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Ardenna,41,39,"{:nil=>36, :B=>0, :E=>0, :S=>3, :T=>0, :Z=>0}"
1152377,Ardenna grisea,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Ardenna,33,31,"{:nil=>30, :B=>0, :E=>0, :S=>1, :T=>0, :Z=>0}"
1152380,Ardenna pacifica,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Ardenna,5,0,
1152382,Ardenna tenuirostris,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Ardenna,13,10,"{:nil=>8, :B=>0, :E=>0, :S=>1, :T=>1, :Z=>0}"
1152359,Daption capense,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Daption,1,0,
1152361,Fulmarus glacialis,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Procellariidae; Fulmarus,244,232,"{:nil=>171, :B=>0, :E=>39, :S=>19, :T=>1, :Z=>2}"
1177527,Dendragapus obscurus pallidus,"Swarth, 1931",subspecies,Animalia; Chordata; Vertebrata; Aves; Galliformes; Phasianidae; Tetraoninae; Dendragapus; Dendragapus obscurus,4,0,
1177466,Dendragapus fuliginosus,"(Ridgway, 1873)",species,Animalia; Chordata; Vertebrata; Aves; Galliformes; Phasianidae; Tetraoninae; Dendragapus,6,1,"{:nil=>0, :B=>1, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151142,Falcipennis canadensis,,species,Animalia; Chordata; Vertebrata; Aves; Galliformes; Phasianidae; Tetraoninae; Falcipennis,450,448,"{:nil=>407, :B=>2, :E=>9, :S=>24, :T=>6, :Z=>0}"
1151144,Lagopus lagopus,,species,Animalia; Chordata; Vertebrata; Aves; Galliformes; Phasianidae; Tetraoninae; Lagopus,721,708,"{:nil=>641, :B=>2, :E=>14, :S=>41, :T=>10, :Z=>0}"
1151145,Lagopus lagopus scotica,,subspecies,Animalia; Chordata; Vertebrata; Aves; Galliformes; Phasianidae; Tetraoninae; Lagopus; Lagopus lagopus,2,1,"{:nil=>0, :B=>0, :E=>0, :S=>0, :T=>1, :Z=>0}"
1166058,Lagopus lagopus leucopterus,"Taverner, 1932",subspecies,Animalia; Chordata; Vertebrata; Aves; Galliformes; Phasianidae; Tetraoninae; Lagopus; Lagopus lagopus,1,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1177536,Lagopus lagopus alba,"(Gmelin, 1789)",subspecies,Animalia; Chordata; Vertebrata; Aves; Galliformes; Phasianidae; Tetraoninae; Lagopus; Lagopus lagopus,3,0,
1151146,Lagopus leucura,,species,Animalia; Chordata; Vertebrata; Aves; Galliformes; Phasianidae; Tetraoninae; Lagopus,125,124,"{:nil=>108, :B=>1, :E=>2, :S=>12, :T=>1, :Z=>0}"
1151147,Lagopus muta,,species,Animalia; Chordata; Vertebrata; Aves; Galliformes; Phasianidae; Tetraoninae; Lagopus,603,598,"{:nil=>561, :B=>0, :E=>16, :S=>17, :T=>0, :Z=>4}"
1123894,Oceanodroma microsoma,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Hydrobatidae; Oceanodroma,1,1,"{:nil=>0, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1152352,Oceanodroma castro,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Hydrobatidae; Oceanodroma,3,2,"{:nil=>1, :B=>0, :E=>0, :S=>1, :T=>0, :Z=>0}"
1152353,Oceanodroma furcata,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Hydrobatidae; Oceanodroma,7,7,"{:nil=>4, :B=>0, :E=>2, :S=>0, :T=>1, :Z=>0}"
1152354,Oceanodroma hornbyi,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Hydrobatidae; Oceanodroma,1,0,
1152355,Oceanodroma leucorhoa,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Hydrobatidae; Oceanodroma,66,52,"{:nil=>32, :B=>0, :E=>11, :S=>5, :T=>4, :Z=>0}"
1167486,Oceanodroma markhami,,species,Animalia; Chordata; Vertebrata; Aves; Procellariiformes; Hydrobatidae; Oceanodroma,6,0,
1152242,Pelecanus erythrorhynchos,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Pelecanidae; Pelecanus,34,31,"{:nil=>13, :B=>1, :E=>5, :S=>11, :T=>1, :Z=>0}"
1152243,Pelecanus occidentalis,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Pelecanidae; Pelecanus,20,17,"{:nil=>9, :B=>0, :E=>7, :S=>1, :T=>0, :Z=>0}"
1150832,Ardea alba,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Ardeidae; Ardea,9,7,"{:nil=>5, :B=>0, :E=>2, :S=>0, :T=>0, :Z=>0}"
1150833,Ardea cinerea,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Ardeidae; Ardea,5,0,
1167509,Ardeola bacchus,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Ardeidae; Ardeola,3,0,
1150876,Phimosus infuscatus,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Threskiornithidae; Phimosus,3,0,
1150878,Plegadis chihi,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Threskiornithidae; Plegadis,10,10,"{:nil=>6, :B=>1, :E=>3, :S=>0, :T=>0, :Z=>0}"
1150879,Plegadis falcinellus,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Threskiornithidae; Plegadis,9,8,"{:nil=>4, :B=>0, :E=>1, :S=>2, :T=>1, :Z=>0}"
1150881,Theristicus caerulescens,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Threskiornithidae; Theristicus,1,0,
1150882,Theristicus caudatus,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Threskiornithidae; Theristicus,2,0,
1150874,Eudocimus ruber,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Threskiornithidae; Eudocimus,4,0,
1150873,Eudocimus albus,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Threskiornithidae; Eudocimus,7,6,"{:nil=>1, :B=>1, :E=>4, :S=>0, :T=>0, :Z=>0}"
1150871,Platalea ajaja,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Threskiornithidae; Platalea,1,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1167511,Platalea leucorodia,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Threskiornithidae; Platalea,1,0,
1150848,Egretta caerulea,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Ardeidae; Egretta,13,11,"{:nil=>5, :B=>0, :E=>5, :S=>1, :T=>0, :Z=>0}"
1150849,Egretta garzetta,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Ardeidae; Egretta,3,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1150850,Egretta rufescens,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Ardeidae; Egretta,2,2,"{:nil=>2, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1150851,Egretta thula,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Ardeidae; Egretta,21,19,"{:nil=>11, :B=>1, :E=>5, :S=>2, :T=>0, :Z=>0}"
1150852,Egretta tricolor,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Ardeidae; Egretta,5,5,"{:nil=>4, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1150854,Ixobrychus exilis,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Ardeidae; Ixobrychus,58,57,"{:nil=>44, :B=>2, :E=>4, :S=>4, :T=>3, :Z=>0}"
1150855,Ixobrychus minutus,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Ardeidae; Ixobrychus,2,0,
1150857,Nyctanassa violacea,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Ardeidae; Nyctanassa,5,4,"{:nil=>2, :B=>0, :E=>2, :S=>0, :T=>0, :Z=>0}"
1150859,Nycticorax nycticorax,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Ardeidae; Nycticorax,61,56,"{:nil=>40, :B=>1, :E=>9, :S=>4, :T=>2, :Z=>0}"
1167508,Ardeola ralloides,,species,Animalia; Chordata; Vertebrata; Aves; Pelecaniformes; Ardeidae; Ardeola,2,0,
1150867,Mycteria americana,,species,Animalia; Chordata; Vertebrata; Aves; Ciconiiformes; Ciconiidae; Mycteria,1,0,
1167513,Ciconia nigra,,species,Animalia; Chordata; Vertebrata; Aves; Ciconiiformes; Ciconiidae; Ciconia,1,0,
1167514,Ciconia abdimii,,species,Animalia; Chordata; Vertebrata; Aves; Ciconiiformes; Ciconiidae; Ciconia,1,0,
1167515,Ciconia ciconia,,species,Animalia; Chordata; Vertebrata; Aves; Ciconiiformes; Ciconiidae; Ciconia,1,0,
1151045,Caracara cheriway,,species,Animalia; Chordata; Vertebrata; Aves; Falconiformes; Falconidae; Caracara,6,3,"{:nil=>1, :B=>0, :E=>2, :S=>0, :T=>0, :Z=>0}"
1124173,Falco femoralis,,species,Animalia; Chordata; Vertebrata; Aves; Falconiformes; Falconidae; Falco,1,1,"{:nil=>0, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1151047,Falco rufigularis,,species,Animalia; Chordata; Vertebrata; Aves; Falconiformes; Falconidae; Falco,1,0,
1151048,Falco berigora,,species,Animalia; Chordata; Vertebrata; Aves; Falconiformes; Falconidae; Falco,1,0,
1151049,Falco biarmicus,,species,Animalia; Chordata; Vertebrata; Aves; Falconiformes; Falconidae; Falco,2,0,
1151050,Falco columbarius,,species,Animalia; Chordata; Vertebrata; Aves; Falconiformes; Falconidae; Falco,186,177,"{:nil=>157, :B=>3, :E=>11, :S=>5, :T=>0, :Z=>1}"
1167551,Falco cherrug,,species,Animalia; Chordata; Vertebrata; Aves; Falconiformes; Falconidae; Falco,1,0,
1151058,Herpetotheres cachinnans,,species,Animalia; Chordata; Vertebrata; Aves; Falconiformes; Falconidae; Herpetotheres,1,0,
1151060,Phalcoboenus megalopterus,,species,Animalia; Chordata; Vertebrata; Aves; Falconiformes; Falconidae; Phalcoboenus,1,0,
